,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Colour,Range,Warranty,Output,Range For Use With,Feature 1,Attachment 3,Attachment 4,Feature 2,Pack Quantity,Feature 3,Feature 4,For Use With
81,P425114,Baxi 245122 gas valve VR4601TA 1034,Baxi,126.15,"A genuine Baxi branded part, this gas valve is suitable for use in Solo 2 and Solo 3 boilers.  Used for gas distribution, the gas valve receives a message from the system's PCB when more gas is required in the burner, causing it to open and allow gas to flow through the valve into the burner or pilot assembly.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 245122 gas valve VR4601TA 1034,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/14/425114_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Heat_Solo_3_PF_Installation.pdf,,,,,,,,,,,,,,
82,P796805,Baxi spares kit PCB 6E,Baxi,212.83,"This genuine Baxi printed circuit board kit is designed for the brand's Heatmax, Platinum, Gold, Promax and Duo-tec boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi spares kit PCB 6E,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/05/796805_wm.jpg,N,"Combi 33 HE, Combi 28 HE, 33 HE, Combi 33 HE Plus, Combi 24 HE, 33 HE A, Combi 28 HE Plus, Combi 33 HE A, 24 HE, 28 HE, Combi 33 HE Plus A, Combi 40 HE",Control Panel,"Heatmax, Platinum, Gold, Promax, Duo-tec",H43534,,7690388,Printed Circuit Board Kit,N,,,,,,,,,,,,,,,
83,P439539,Baxi electric/mechanical timer kit,Baxi,66.89,"This Baxi control panel assembly is for use with the brand's Combi, Duo-tec, Megaflo, Platinum, System, System IE, Main Combi/Combi HE, Main Eco, Main Eco Elite, Main HE, Gold, Heatmax, Performa, Promax and Titanium boilers. The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes and often includes a timer which can be set to switch heating on and off at selected times. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi electric/mechanical timer kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/39/439539_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Baxi_Multifit_Grasslin_Instructions.pdf,,,,,,,,,,,,,,
84,P424406,Baxi Potterton 7786341 combust control unit 12/13HT (1),Baxi,277.03,"This Potterton combustion control unit is a spare part for use in a boiler's control panel.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Potterton 7786341 combust control unit 12/13HT (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/06/424406_wm.jpg,N,,N/A,N/A,n/a,,7786341,Combustion Control Unit,N,,,,POTTERTON,,,,N/A,,,,1,,,
85,P424068,Baxi 248731 printed circuit board,Baxi,222.44,"This printed circuit board is an official Baxi part designed for Performa and Combi boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 248731 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/68/424068_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_80e_105e_Instant_Installation.pdf,,,,,,,,,,,,,,
86,P795838,Baxi Flow Valve W/O By Pass,Baxi,114.25,"This diverter valve is for use with Baxi Duo-tec 2, Platinum 2 and Promax Ultra ErP boilers. A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Flow Valve W/O By Pass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/38/795838_wm.jpg,N,"Duo-tec 2 Combi 24, Duo-tec 2 Combi 24 GA, Duo-tec 2 Combi 28, Duo-tec 2 Combi 28 GA, Duo-tec 2 Combi 33 GA, Duo-tec 2 Combi 40, Duo-tec 2 Combi 40 GA, 28 GA, 33 GA, 40 GA, Promax Ultra Combi ErP 24, Promax Ultra Combi ErP 28, Promax Ultra Combi ErP 33,",Diverter Valve,"Duo-tec 2, Platinum 2, Promax Ultra ErP",H90654,"Duo-tec 2 Combi 28,Promax Ultra Combi ErP 24,Promax Ultra Combi ErP 33,Duo-tec 2 Combi 33 GA,40 GA,28 GA,Duo-tec 2 Combi 24,Promax Ultra Combi ErP 28,Promax Ultra,Duo-tec 2 Combi 40,Duo-tec 2 Combi 24 GA,Duo-tec 2 Combi 40 GA,33 GA,Duo-tec 2 Combi 28 GA",720789401,Diverter Valve Assembly,N,,,,,,,,,,,,,,,
87,P423995,Baxi complete heat exchanger assembly,Baxi,638.22,"A Baxi heat exchanger intended for use with Baxi 100 He, 50 He, 80 He, Barcelona, Combi (Condensing), Platinum, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers. The heat exchanger transfers heat from a boiler's burner to water within a heating system. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi complete heat exchanger assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/95/423995_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Combi_130_HE_Installation.pdf,,,,,,,,,,,,,,
88,P788691,Baxi fan assembly,Baxi,348.81,"A Baxi branded fan assembly for use in the Solo 3 boiler. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/91/788691_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Heat_Solo_3_PF_Installation.pdf,,,,,,,,,,,,,,
89,P795793,Baxi Fan,Baxi,197.29,"This Baxi branded fan is for use in the Baxi 100 Range, Duo-tec 2, EcoBlue, EcoBlue ErP, Megaflo 2, Neta-tec and Promax Ultra ErP boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/93/795793_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Duo-tec_Combi_GA_Installation.pdf,,,,,,,,,,,,,,
90,P410141,Baxi 5112657 printed circuit board,Baxi,167.34,"This printed circuit board is an official Baxi part designed for Main Combi/Combi HE, Performa and Combi boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 5112657 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/41/410141_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Main_Combi_24_Installation.pdf,,,,,,,,,,,,,,
91,P789012,Baxi control knob kit,Baxi,18.27,"Spare control knob for Baxi Platinum, Duo-tec, Megaflo, System IE, Gold and Promax boilers.  Affixed to a spindle on the front of an appliance this knob allows for manual ccontrol of the boiler functions such as temperature and mode changes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi control knob kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/789012_wm.jpg,N,"Combi 40 HE A, 24 HE, 24 HE A, 28 HE A, 33 HE LPG, 24 HE System, 28 HE A System, 32 HE System, 18 HE Megaflo System IE, 18 HE A System, Promax 15 He Plus System, 28 HE LPG, 33 HE, 40 HE, Combi 33 HE, Combi 40 HE, 15 HE Megaflo System IE, Promax 12 He Plu",Control Panel,"Platinum, Duo-tec, Megaflo, System IE, Gold, Promax",E94430,"33,32 HE A System LPG,24 HE,28 HE LPG,24 HE LPG,24 HE Megaflo System IE,18 HE A System,28 HE,24HE A,18 HE A System LPG,28 HE A LPG,Combi 28 HE,28 HE A,40 HE A,15 HE System,18 HE System,28 HE System,33 HE,Combi 33 HE,Combi 40 HE A,32 HE Megaflo System IE",5118397,Control Knob,N,,,,,,,,,,,,,,,
