,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Colour,Range,Material,Feature 7,Feature 8,Feature 9,Diameter,Thickness,Warranty,Connection Size,Length (M),Size,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Pack Quantity,Dimensions mm (H x W x D)
74,P691025,Daikin BS4Q14AV1B Multi Boxes For Vrv/Iv,Daikin,2124.0,A Daikin branch selector for VRV IV units.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Daikin BS4Q14AV1B Multi Boxes For Vrv/Iv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/28/NW-691025_691028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BSQ14AV1_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/lr/Daikin_VRV_General_Brochure-LR.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BS-QAV1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P671310,EDC crocodile clip cable 1mtr,EDC,46.19,An EDC 1000mm crocodile clip for use with the ICM inverter checker.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> EDC crocodile clip cable 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/10/NW-671310_wm.jpg,,,,N,ICM.2508.0,Condensate Pump Accessory,N,1 meter,,,,,,,,,,,,,,,,,,,,1000 mm (L),,,,,,,,
76,P686637,Aspen Pumps Smartlock union reducer 1/2-3/8,Aspen Pumps,90.87,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/2 x 3/8"" union reducer connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union reducer 1/2-3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/37/686637_wm.jpg,,,,N,UNRD1238,Union Reducer,N,Connects larger sized copper or aluminum tube to smaller sized copper or aluminum tube,Design pressure 1300 psig,Burst pressure 8000 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.394-0.512(internal); 0886-0.945(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
77,P691497,Fujitsu VRF UTPRX12AH 12 Way Rb Box,Fujitsu,3399.45,This Fujitsu UTPRX12AH twelve-way RB box is suitable for use with VR-IV VRF systems.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Fujitsu VRF UTPRX12AH 12 Way Rb Box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/97/NW-691497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fujitsu_UTPRX12AH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Fujitsu_UTP-RX08AH-RX12AH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P686625,Aspen Pumps Smartlock swage union 7/8,Aspen Pumps,177.25,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 7/8"" swage union connects copper or aluminium tube to a swage valve securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock swage union 7/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/25/686625_wm.jpg,,,,N,SWUN7800,Swage Union,N,Connects swage valve to tube,Design pressure 960 psig,Burst pressure 4800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.890(internal); 1.417(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
79,P686633,Aspen Pumps Smartlock union straight 5/8,Aspen Pumps,112.66,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8"" straight union connects copper or aluminium tubes of the same size securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union straight 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/33/686633_wm.jpg,,,,N,UNST5800,Union Straight,N,Connects copper/aluminum tube to copper/aluminum tube of same size,Design pressure 1300 psig,Burst pressure 6800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.642 (internal); 1.063 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
80,P686629,Aspen Pumps Smartlock elbow swage union 7/8,Aspen Pumps,248.01,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 7/8"" elbow swage union fits securely and quickly without complex tools or a hot works permit. Coming off the swage at a 90 angle, the ELSW fitting is ideal for tight corners meaning there's no need to buy both a swage union and an elbow union.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow swage union 7/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/29/686629_wm.jpg,,,,N,ELSW7800,Elbow Swage Union,N,Connects swage valves to copper or aluminum tube,Allows for 90 angle straight from valve without brazing,Design pressure 960 psig,Burst pressure 4800 psig,Temperature range of -40°C to 150°C,Suitable for copper and aluminium tubing,Red,Smartlock,Metal ferrule,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,No brazing required,0.890(internal); 1.417(external),,,,,,,,,No need for a hot works permit,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,
81,P686638,Aspen Pumps Smartlock union reducer 5/8-1/2,Aspen Pumps,109.07,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8 x 1/2"" union reducer connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union reducer 5/8-1/2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/38/686638_wm.jpg,,,,N,UNRD5812,Union Reducer,N,Connects larger sized copper or aluminum tube to smaller sized copper or aluminum tube,Design pressure 1300 psig,Burst pressure 6800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.512-0.642(internal) 0.945-1.063(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
82,P685027,Aspen Pumps Xtra adaptor 16-32mm,Aspen Pumps,30.45,"Made of black rubber, this Aspen Pumps Xtra 16 to 20mm adapter is designed to connect a ducted unit to a mini pump.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra adaptor 16-32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/27/NW-685027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_MiniPump_Connector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P686627,Aspen Pumps Smartlock elbow swage union 5/8,Aspen Pumps,176.3,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8"" elbow swage union fits securely and quickly without complex tools or a hot works permit. Coming off the swage at a 90 angle, the ELSW fitting is ideal for tight corners meaning there's no need to buy both a swage union and an elbow union.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow swage union 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/27/686627_wm.jpg,,,,N,ELSW5800,Elbow Swage Union,N,Connects swage valves to copper or aluminum tube,Allows for 90 angle straight from valve without brazing,Design pressure 1300 psig,Burst pressure 6800 psig,Temperature range of -40°C to 150°C,Suitable for copper and aluminium tubing,Red,Smartlock,Metal ferrule,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,No brazing required,0.642 (internal); 1.063 (external),,,,,,,,,No need for a hot works permit,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,
84,P691585,Bluemay M10 full nut for nylon rod,Bluemay,0.48,This Bluemay M10 hexagonal full nut is made of strong yet lightweight nylon.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Bluemay M10 full nut for nylon rod,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/86/NW-691585_691586_wm.jpg,,,,N,NN6HFM10N,Hexagonal Full Nut,N,Lightweight thermoplastic construction,Strong design,Resistant to vibration,,,,Natural,M10,Nylon,,,,M10,8mm,n/a,,,,,,,,,,,,,,
85,P692220,Virgo unit housing (No.01),Virgo,144.57,"Made of fibreglass, this Virgo GRP 584 x 584 x 432mm hermetic condensing unit housing is ideal for the weatherproofing of refrigeration condensing units.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Virgo unit housing (No.01),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/20/692220_wm.jpg,,,,N,NO.01,Housing,N,Virgo 0.1 type,Suitable for weatherproofing of refrigeration condensing units,,,,,White,,Fibreglass,,,,,,,,,,,,,,,,,,584,,
86,P685050,Aspen Pumps Xtra pipe clip (Size-4) (Pack of 5),Aspen Pumps,61.91,"Made of powder-coated mild steel, these Aspen Pumps Xtra three pipe clips are uniquely designed to provide support for VRV/VRF systems pipework.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra pipe clip (Size-4) (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/50/NW-685047_685050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Pipe_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P686639,Aspen Pumps Smartlock union reducer 3/4-5/8,Aspen Pumps,132.49,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/4 x 5/8"" union reducer connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union reducer 3/4-5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/39/686639_wm.jpg,,,,N,UNRD3458,Union Reducer,N,Connects larger sized copper or aluminum tube to smaller sized copper or aluminum tube,Design pressure 1000 psig,Burst pressure 5100 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.642-0.772(internal) 1.063-1.260(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
88,P691598,Bluemay M12 nylon rod 1mtr,Bluemay,25.72,"Supplied in a 1M length, this Bluemay M12 nylon threaded rod is made of nylon 6.6 bar, among the hardest and strongest grades of engineering plastic. The rod is produced to a strict quality-controlled specification, more critically controlled and exacting than commercial nylon. The raw material is granular tested to meet tight tolerance for melt flow index while tensile strength is accurately controlled and the finished product is checked for cracks and inclusions.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Bluemay M12 nylon rod 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/98/NW-691597_691598_wm.jpg,,,,N,TRN66M12,Threaded Rod,N,Manufactured from nylon 6.6 bar,Measured in standard Isometric coarse to DIN 975,Can be cut to size,,,,Natural,M12,Nylon,,,,M12,n/a,n/a,,,,,,,,,,,,,,
89,P686641,Aspen Pumps Smartlock elbow union 1/2,Aspen Pumps,115.53,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/2"" elbow union connects copper or aluminium tubes at a 90 angle securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow union 1/2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/41/686641_wm.jpg,,,,N,ELUN1200,Elbow Union,N,Connects copper/aluminum tube to copper/aluminum tube of same size in a 90 angle,Design pressure 1300 psig,Burst pressure 8000 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.512 (internal); 0.945 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
90,P686623,Aspen Pumps Smartlock swage union 5/8,Aspen Pumps,126.64,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8"" swage union connects copper or aluminium tube to a swage valve securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock swage union 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/23/686623_wm.jpg,,,,N,SWUN5800,Swage Union,N,Connects swage valve to tube,Design pressure 1300 psig,Burst pressure 6800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.642 (internal); 1.063 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
91,P686644,Aspen Pumps Smartlock elbow union 7/8,Aspen Pumps,198.03,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 7/8"" elbow union connects copper or aluminium tubes at a 90 angle securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow union 7/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/44/686644_wm.jpg,,,,N,ELUN7800,Elbow Union,N,Connects copper/aluminum tube to copper/aluminum tube of same size in a 90 angle,Design pressure 960 psig,Burst pressure 4800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.890(internal); 1.417(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
92,P686631,Aspen Pumps Smartlock union straight 3/8,Aspen Pumps,81.16,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/8"" straight union connects copper or aluminium tubes of the same size securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union straight 3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/31/686631_wm.jpg,,,,N,UNST3800,Union Straight,N,Connects copper/aluminum tube to copper/aluminum tube of same size,Design pressure 1600 psig,Burst pressure 8500 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.394 (internal); 0.886 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
93,P670045,"Aspen Pumps Xtra quick positioning clip 3/8"" (Pack of 10)",Aspen Pumps,24.42,"Made of black nylon, these Aspen Pumps Xtra 3/8"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra quick positioning clip 3/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/NW-670042_670045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
