,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Feature 6,Feature 7,Feature 8,Feature 9,Attachment 4,Seat Projection,Attachment 5,Weight,Flush Type,Pack Quantity,Style,Depth (mm),Mounting Type,Application,Design Type,Fittings Included,Attachment 6
81,PD13268,Roca Colina comfort soft close toilet seat White,Roca,86.77,"The Roca Colina round toilet seat and cover with soft close mechanism is designed for perfect compatibility with the higher level Colina toilet pan, designed for taller users or those with back and joint issues.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Colina comfort soft close toilet seat White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/NW-D13266_D13268_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D13268_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D13268_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Roca_Technical_Catalogue.pdf,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,
82,PD58906,Roca The Gap square compact standard close seat and cover UF White,Roca,55.62,"Manufactured in robust urea, the Roca the Gap compact toilet seat and cover has a modern square shape and offers compatibility with a variety of WC pans from the same Roca range.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca The Gap square compact standard close seat and cover UF White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/07/D58906_D58907_wm.jpg,White,The Gap,2,N,No,Top,160,Steel,Urea,Square,A801730002,,N,Easy installation,Urea construction,White finish,Steel hinges,Square-shaped,,,,Soft-close action,2 year warranty,,,,,,,,,,,,,,,
83,PD21794,Ideal Standard i.life B Toilet Seat and Cover,Ideal Standard,66.25,"Part of a comprehensive modern bathroom range, the Ideal Standard i.Life toilet seat and cover is suitable for installation on rectangular WC pans. Manufactured in robust plastic, this toilet seat and cover set is finished in a high gloss white and has quick-release hinges for easy, quick cleaning.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard i.life B Toilet Seat and Cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/94/D21794_wm.jpg,White/Gloss,,5 Years,N,No,yes,180,Stainless Steel,Plastic,Rectangle,T468201,,N,Quick-release for easy cleaning,Stainless steel hinges,Normal close,Rectangular shape,Plastic construction,,,,Gloss white finish,5 year warranty,,,,,,,,,,,,,,,
84,PB81510,Celmac Calypso dual position plastic toilet seat and cover Black,Celmac,13.5,"Highly durable, this Celmac Calypso oval black toilet seat and cover is made of light weight thermoset and is supplied with a colour matching plastic hinge.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Celmac Calypso dual position plastic toilet seat and cover Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/10/NW-B81510_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,
85,PB81300,Celmac Concerto dual position plastic toilet seat and cover White,Celmac,33.13,"Made of a heavy weight thermoset, this strong Celmac Concerto oval toilet seat has a classic domed cover and colour matched plastic hinge.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Celmac Concerto dual position plastic toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/00/NW-B81300_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
86,PU77323,Geberit iCon WC seat,Geberit,168.08,"The Geberit iCon range has a dynamic modern look, this seat is made of quality Duroplast. This gives the seat & lid a smooth non-porous surface, making it resistant to chemicals and scratch resistant, no fading, discolouration or yellowing. With a soft closing mechanism, a light touch is all that’s needed to close the WC lid. The lid always closes slowly, even when given an occasional added push. This results in reduced material wear and ensures it can remain in use for longer. Combine with Geberit iCon Pans •Overlapping lid •Brass chrome-plated hinges •Two year warranty •Supplied with all necessary fittings",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Geberit iCon WC seat,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U77323_Primary_Image_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/U77323_Dimensions.pdf,,,,,,,,,,,,,,,,,,,
87,PT41661,Scudo slime heavy weight seat,Scudo,38.85,"Fitted with stainless steel hinges for easy cleaning, the Scudo Middleton Slim heavyweight toilet seat also offers a luxury soft-close mechanism for slam-free use. This seat is part of the Middleton sanitaryware range, helping installers to create modern, streamlined bathroom designs.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Scudo slime heavy weight seat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/61/T41661_wm.jpg,White,,Lifetime,N,Yes,Quick Release,125,Metal,UREA Plastic,D Shaped,999-SEAT-SLIM,,N,Urea plastic construction,White colour,D-shape,Quick-release hinges for easy cleaning,Soft-close,,,,Lifetime warranty,,,,,,,,,,,,,,,,
88,PD01480,Roca Nexo soft close toilet seat with cover White,Roca,117.97,"The contemporary Roca Nexo round toilet seat and cover has soft close, quick-release hinges for easy cleaning and quieter, safer use.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Nexo soft close toilet seat with cover White,,Toilet seat;Cover;Hinge;All fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/80/NW-D01480_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D01480_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D01480_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Roca_Technical_Catalogue.pdf,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,
89,PB90026,Wirquin Sonata toilet seat comes with hinges Stainless Steel/White,Wirquin,38.05,"This hardwearing Wirquin Sonata round toilet seat and cover is made of highly durable heavy weight thermoset with a stainless steel hinge. This hygienic, easy clean seat is designed for use in public areas including hospitals, care homes, public buildings, restaurants, hotels, mass transit facilities and other public areas where safety and cleanliness is of the highest importance.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Wirquin Sonata toilet seat comes with hinges Stainless Steel/White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/26/NW-B90026_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,
90,PN66490,Ideal Standard iLife seat and cover WO NCL White,Ideal Standard,55.21,"Part of a comprehensive modern bathroom range, the Ideal Standard i.Life toilet seat and cover is suitable for installation on rectangular WC pans. Manufactured in robust plastic, this toilet seat and cover set is finished in a high gloss white and has quick-release hinges for easy, quick cleaning.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard iLife seat and cover WO NCL White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/90/N66490_wm.jpg,White/Gloss,iLIFE,5 Years,N,No,yes,180,Stainless Steel,Plastic,Rectangle,T453001,,N,Quick-release for easy cleaning,Stainless steel hinges,Normal close,Rectangular shape,Plastic construction,,,,Gloss white finish,5 year warranty,,,,,,,,,,,,,,,
