,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Diameter,Size,Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Anti Slip,Grips/Handles,Feature 9,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Grip Holes,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 10,Finish,Feature 11,Waste Supplied,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Bend (in degrees),Projection,Thickness,Anti Slip Surface,Grips or Handles,Feature 12,Feature 13,Feature 14,Feature 15,Door Opening Orientation,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Pack Quantity,Feature 16,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Position,Demisting,Seat Projection,Sector,Height (mm),Pressure,Dimensions (L x W x D),Mounting Type
683,PD74709,Ideal Standard i.Life S compact back-to-wall rimless WC pan with horizontal outlet,Ideal Standard,216.25,"A designer choice for a modern bathroom, the Ideal Standard iLife S compact back-to-wall rimless WC bowl is manufactured in robust vitreous china with a glossy white finish. With a reliably powerful flush and no overhanging rim, this toilet ensures thorough flushing and easy cleaning. Part of a broad collection of space saving pieces complete with furniture units, soft close toilet seats and more, this toilet pan can form part of a stylish matching suite.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard i.Life S compact back-to-wall rimless WC pan with horizontal outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/09/D74709_wm.jpg,,,,,,,White,i.Life S,Lifetime,N,,,,,Vitreous China,Oval,T519701,,N,Compact design,Designed by Palomba Serafini Associati,Slow close seat option,Quick release seat for ease of cleaning,Water efficient design,,,Contemporary,Yes,,RimLS+ flush technology,Dedicated furniture unit available,Vitreous china construction,,,,,,,,,,White gloss finish,,,,,,,,,,,,,,,,,,,,,,,,,,Horizontal outlet,,With fixings,,,,,,,,,,,,,,,,,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,
684,P231488,Bristan Cobalt bath filler tap Black pack,Bristan,119.0,"Stylishly square, this Bristan Cobalt bath filler tap is manufactured in robust brass with a smart black finish. The perfect finishing touch for an uber-modern bathroom, this tap combines unique looks with classic reliability.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Cobalt bath filler tap Black pack,,1 x Bath Filler;2 x Plinths;2 x Black Rubber 'O' Rings;2 x Rubber Washers;2 x Metal Back Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/D80801_wm.jpg,,,,,,,Black,Cobalt,10 Years,N,,,,,Brass,,231488 PK,Bath Fillers 2 Hole,N,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Easy-operation lever handles,250,,,,,10 year warranty,,,,,,,,,2,,,,,,,,,,,,,,,,,110.9,0.3,60,104,Contemporary,Low,No,No,Yes,Fixed,Deck,Lever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PD77194,Bristan Blitz basin pillar taps Chrome Plated,Bristan,89.74,"Made of tough brass, this pair of Bristan Blitz basin taps has a durable, easy to clean chrome finish for a lasting shine. Well-suited to contemporary bathroom designs, these attractive deck-mounted taps have ceramic discs for ease of use and longevity.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Blitz basin pillar taps Chrome Plated,,2x basin taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-D77194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Blitz_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Blitz_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77194_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PD02364,Ideal Standard Sandringham 21 1 tap hole right hand handrinse basin 350mm White,Ideal Standard,63.24,"Made of tough vitreous china, this Ideal Standard Sandringham 21 350mm handrinse washbasin with single right hand tap hole has a compact wall-mounted design ideal for bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Sandringham 21 1 tap hole right hand handrinse basin 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/64/NW-D02364_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02364_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PD58817,Roca The Gap back to wall toilet pan White,Roca,302.51,"Designed by Antonio Bullo, Roca's The Gap back to wall toilet pan with horizontal outlet delivers on style and functionality. Comfort height for taller users or those with back and joint problems, this compact, closed rim toilet design makes the most of a modern bathroom space, bringing a touch of designer style to even the smallest room.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Roca The Gap back to wall toilet pan White,,WC pan;Elbow;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/17/NW-D58817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A34747C00U_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PC44219,Bristan Regency luxury bath shower mixer tap Chrome Plated,Bristan,261.05,"Combining period elegance with contemporary practicality, the Bristan Regency luxury bath/shower mixer with handset, hose and bracket is made of robust brass with a sleek chrome finish. Fitted with crosshead controls, this deck-mounted tap is suitable for use in all plumbing systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Regency luxury bath shower mixer tap Chrome Plated,,Bath shower mixer;1.5m hose;Handset;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/19/NW-C44219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Regency_LBSM_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44219_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Regency_Showermixer_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PC24476,Ideal Standard Concept wall hung toilet pan with AquaBlade technology White,Ideal Standard,287.82,"The Ideal Standard Concept wall hung toilet pan has a contemporary curved design and features the brand's cutting-edge water-saving flush technology for higher performance, improved hygiene and easier cleaning.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Concept wall hung toilet pan with AquaBlade technology White,,Toilet pan;Bots;Hidden fixing set,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/76/NW-C24476_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E047301_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PB90100,Thomas Dudley Slimline side supply overflow high/low pressue low level cistern 6/9ltr White,Thomas Dudley,77.89,"The versatile Thomas Dudley Slimline toilet cistern is equally suitable for use in the home as for local authority and commercial use. Built in a high impact plastic, this 6 - 9L dual flush, side inlet cistern has a compact profile for use in bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Thomas Dudley Slimline side supply overflow high/low pressue low level cistern 6/9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/00/NW-B90100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Thomas Dudley_B90100_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Thomas Dudley_B90100_User Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_LightDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PJ57806,Twyford Option Push button dual flush cistern White,Twyford,64.06,"Twyford Option provides a series of fully adaptable and durable products that are not only affordable, but offer stylish bathroom solutions. This Twyford Option 380mm close-coupled white ceramic cistern has a 4/6L dual flush operated via a simple chrome push-button. Combine with Twyford Option CC Pan & Seat.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Twyford Option Push button dual flush cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/J57806_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/J57806_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_OT2396WH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Option_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Option_CC_WC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PB00191,Ideal Standard Tesi cloakroom toilet pack,Ideal Standard,300.0,"Making bathroom design easy, this Ideal Standard Tesi cloakroom WC pack with AquaBlade flush technology includes a back-to-wall toilet pan, close-coupled cistern and a thin toilet seat and cover. Slimline and elegant, the Tesi range is effortlessly modern with a classic feel that will stand the test of time, helping to ensure your bathroom will be loved for longer.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Tesi cloakroom toilet pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/pk/B00191 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T02635_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_T355701_WC_Pan_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Tesi_CC_Toilet_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_s_Tesi_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT86981,Roca Onabase Unik & Basin 2 Draws 450x460mm Light Oak,Roca,405.09,"This Roca Unik Onabase 450 x 460mm vanity unit is supplied complete with a basin for all-in-one installation with no need to shop around. Finished in natural Light Oak, the unit features two soft-close drawers, maximising storage in the bathroom.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Roca Onabase Unik & Basin 2 Draws 450x460mm Light Oak,,Unit and Basin,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/81/T86981_wm.jpg,,,,,,,Light Oak,,2 Year,N,,,,,Moisture Resistant Particle Board,,A851681512,Unit and Basin,N,With basin,Moisture-resistant particle board construction,Light Oak finish,With 2x soft-close drawers,2 year warranty,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit and Basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
694,PG75963,Domus EasiPipe 150 45deg horizontal bend,Domus,50.89,This 45° horizontal-angled Domus EasiPipe 150 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus EasiPipe 150 45deg horizontal bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/63/G75963_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PC24087,Nabis Grace doors for 600mm double wall unit 656 x 296mm Charcoal Grey Gloss,Nabis,179.2,Nabis Grace door pack is available in charcoal grey gloss finish and suitable for use with 600mm double wall units. The Nabis furniture range is designed with versatility. This range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Grace doors for 600mm double wall unit 656 x 296mm Charcoal Grey Gloss,,2x doors,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/87/NW-C24087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Double_Wall_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PN36715,Multipanel Classic external corner profile type B White,Multipanel,17.7,"Finish edges or join corner panels neatly with this Multipanel Classic type B 2450mm external corner profile in powder-coated white. Concealing and protecting the exposed edge of a tile panel, this profile also prevents water ingress. Using the appropriate profile and silicone sealant is recommended for a reliably watertight finish.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Multipanel Classic external corner profile type B White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/15/NW-N36715_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT02635,Ideal Standard Tesi thin seat and cover (slow closing),Ideal Standard,96.02,"Made of tough Duroplast plastic, the Ideal Standard Tesi D-shaped toilet seat and cover is supplied with easy take-off hinges for ease of cleaning. Designed to complement the Tesi bathroom range, this toilet seat has a smart modern design and soft close action for quieter use.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Tesi thin seat and cover (slow closing),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/35/T02635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T02635_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_s_Tesi_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PG76706,Domus System 100 system vertical 90 degree bend 100mm White,Domus,5.43,This 90° vertical-angled Domus System 100 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus System 100 system vertical 90 degree bend 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/06/G76706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PC24186,Nabis Vision carcass for standard back-to-wall toilet unit 600mm White Gloss,Nabis,130.65,Nabis Vision 300mm standard fascia pack is available in white gloss finish and suitable for use with 600mm back to wall toilet units. The Nabis furniture range is designed with versatility. This range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Vision carcass for standard back-to-wall toilet unit 600mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/86/NW-C24186_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BTW_Toilet_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_FHBTW_ToiletUnit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PD77195,Bristan Blitz bath pillar taps Chrome Plated,Bristan,116.94,"Made of tough brass, this pair of Bristan Blitz bath taps has a durable, easy to clean chrome finish for a lasting shine. Well-suited to contemporary bathroom designs, these attractive deck-mounted taps have ceramic discs for ease of use and longevity.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Blitz bath pillar taps Chrome Plated,,2x bath taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/95/NW-D77195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Blitz_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77195_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Blitz_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PE17305,Atlanta Fitted flush plate WC unit and cistern 600mm Pescara Grip,Atlanta,369.53,"Compatible with back-to-wall and suspended toilets, this Atlanta Fitted 820 x 600mm wall unit with cistern has a full panel design for a neat finish. Designed to significantly save on floor space, this wall unit is finished in clean, bright, light reflecting Grip White gloss.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Atlanta Fitted flush plate WC unit and cistern 600mm Pescara Grip,,WC unit;Cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/05/E17305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Atlanta_Bath_Furniture_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PG66572,Leisure Sinks Contract  LC106R 1000X600 right hand roll top front sink 1000 x 600mm Stainless Steel,Leisure Sinks,177.17,"Designed with seamless soldering and a rigid frame construction, this tough Leisure Sinks Contract rectangular inset sink is resistant to bending and flexing, even when put under pressure. Made of robust 18/10 stainless steel with a polished finish, this right hand roll-top front sink has a 400 x 420 x 160mm bowl and ready-drilled tap holes.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Leisure Sinks Contract  LC106R 1000X600 right hand roll top front sink 1000 x 600mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/72/NW-G66572_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Leisure_Sinks_Contract_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
