,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Feature 9,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Finish,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Attachment 4,Attachment 5,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 6,Pack Quantity,Feature 16,Seat Projection,Material Type,Sector,Position,Thickness,Anti Slip Surface,Grips or Handles,Weight,Style,Mounting Type,Application
90,PC22709,Ideal Standard Concept Cube bottom supply internal overflow close coupled cistern 4/2.6ltr White,Ideal Standard,168.19,Ideal Standard's Concept Cube close coupled cistern with dual flush valve has a robust vitreous china build and 2.6/4L dual push button flush.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept Cube bottom supply internal overflow close coupled cistern 4/2.6ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/09/NW-C22709_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E796901_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PC21350,Ideal Standard Concept close coupled back to wall horizontal outlet pan skirted White,Ideal Standard,261.25,"The Ideal Standard Concept close coupled, back-to-wall toilet pan has a contemporary curved design and features the brand's cutting-edge water-saving flush technology for higher performance, improved hygiene and easier cleaning.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept close coupled back to wall horizontal outlet pan skirted White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/50/NW-C21350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E794101_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PB91615,Thomas Dudley Acclaim low level side inlet side outlet cistern 6-9ltr White,Thomas Dudley,49.62,"Suitable for domestic or commercial use, this Thomas Dudley Acclaim side inlet plastic toilet cistern has a modern design suitable for a host of settings. It is supplied with a 6/7/9L lever-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Acclaim low level side inlet side outlet cistern 6-9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/15/NW-B91615_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_LightDutyCisterns_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Thomas Dudley_B91615_User Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Thomas Dudley_B91615_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PB47402,Twyford Alcona Flushwise AR1148WH horizontal outlet WC pan White,Twyford,65.72,"Suitable for a wide range of locations, from schools to hotels to homes, the Twyford Alcona Flushwise close coupled toilet pan with horizontal outlet has an eco-friendly water saving 4/2.6L dual flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Alcona Flushwise AR1148WH horizontal outlet WC pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/03/NW-B47401_B47403_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_AR2342WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Alcona_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PN66491,Ideal Standard iLife Wrapover seat 360x445x45 mm in white glossy finish,Ideal Standard,74.54,"Suitable for use on a variety of WCs, the Ideal Standard wrapover toilet seat and cover is manufactured in strong Duroplast. Top fixed with rust-resistant hinges, this soft close loo seat shuts gently with no slamming.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard iLife Wrapover seat 360x445x45 mm in white glossy finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/_a/N66491_A_wm.jpg,,,,White/Gloss,iLIFE,5 Years,N,Yes,Top,180,Stainless Steel,Duroplast,Squared,T453101,,N,For Ideal Standard i.life WCs,"Compatible with close-coupled, back-to-wall or wall hung toilets",Duroplast construction,White colour,With stainless steel top fix hinges,,,,,,Hinges are rust-resistant,White plastic construction,Soft close feature,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PB90121,Thomas Dudley Tri-Shell bottom outlet high pressure low level cistern White,Thomas Dudley,135.92,"Highly robust, the Thomas Dudley low level Tri-Shell is a heavy-duty white plastic toilet cistern with dual lever-operated flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Tri-Shell bottom outlet high pressure low level cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/21/NW-B90120_B90121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_HDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PB87000,Armitage Shanks Astra toilet seat and cover White,Armitage Shanks,97.54,"A practical, universal design that will suit a wide range of loos, the Armitage Shanks Astra round toilet seat and cover is made of a simple white plastic. This robust loo seat is fitted with a quick-release bottom fixing hinge mechanism, meaning the whole thing can be removed with ease for fast and complete cleaning.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Armitage Shanks Astra toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/00/NW-B87000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B87000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armitage_Shanks_Astra_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PB90200,Thomas Dudley Diplomat side supply overflow high/low pressure low level cistern 6/9ltr White,Thomas Dudley,77.33,"The installer-friendly Thomas Dudley Diplomat is a traditional plastic cistern designed for domestic, local authority and commercial use. Easily screwed into most materials, this reliable, flexible 6-9L dual flush cistern combines convenience with affordability.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Diplomat side supply overflow high/low pressure low level cistern 6/9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/00/NW-B90200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_LightDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PB82890,Celmac Crescent Junior toilet seat only Black,Celmac,35.44,"Designed for use in schools, this robust, anti-viral and antibacterial Celmac Crescent Junior oval toilet seat is made of strong black thermoset with a 304 stainless steel hinge. Highly resistant, this seat is built to stand up to constant use and is resistant to scratches, burns and chemicals.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Celmac Crescent Junior toilet seat only Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/90/NW-B82890_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Celamc_Crescent_Toilet_Seat_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PB61022,Center CB Push button 6/3L cistern in gloss white,Center,72.65,"Operated with a simple push-button, this Center CB white ceramic cistern offers a 3/6L single flush. It is supplied with fittings for ease of installation.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Center CB Push button 6/3L cistern in gloss white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/22/NW-B61022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/B61021_B61022_Pushbutton_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/B61021_B61022_Fitting_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PD01441,Siamp Intra Cable concealed cistern cable operated dual flush bottom entry,Siamp,81.38,This Siamp Intra Cable 6L bottom inlet concealed cistern is equipped with dual flush outlet valve and a quiet fill inlet valve.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Siamp Intra Cable concealed cistern cable operated dual flush bottom entry,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/41/NW-D01441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siamp_Intra_Cistern_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siamp_Intra_Cable_31014710_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Siamp_Product_Catalogue_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/Siamp_Intra_Cable_14055_2_DoP.pdf,,,,,,,,,,,,,,,,,,,,,
101,PA21971,Nabis Pride close coupler soft close toilet seat White,Nabis,36.49,"Designed to fit seamlessly with the wider Pride bathroom range, the Nabis Pride white toilet seat in tough thermoset is suitable for use on a close-coupled toilet. It has a bottom fixing soft-close hinge for quiet closing with no slamming.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Nabis Pride close coupler soft close toilet seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/71/NW-A21971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A21971_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PB96200,Macdee Elan low level side inlet side outlet cistern White,Macdee,50.98,"Designed with a side inlet, the Macdee Elan toilet cistern is suitable for installation directly against a flat wall. Made of white polystyrene, this simple lever-operated cistern supplies a 6/7/9L single flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Macdee Elan low level side inlet side outlet cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/00/NW-B96200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Macdee_Cistern_Assembly_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PB90400,Thomas Dudley Elite panel bottom supply bottom outlet cistern 6/9litre White,Thomas Dudley,96.25,"Traditionally designed, this low profile Thomas Dudley Elite plastic toilet cistern is designed to suit a wide range of settings, domestic, local authority and commercial alike. Compatible with close coupled and low level installation, this lever-operated cistern is fitted with a convertible siphon for 6 - 9L flushing while a one piece Dudley Duo flush siphon is additionally supplied as standard, providing a full and water-saving reduced flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Elite panel bottom supply bottom outlet cistern 6/9litre White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/00/NW-B90400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_LightDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PB79334,Twyford Alcona wc seat soft close,Twyford,73.33,"Offering slow-close for slam-free use, the Twyford Alcona toilet seat is fitted with a neat wrapover cover. It is suitable for use with a range of Twyford Alcona WC pans. Manufactured in a smooth, non-porous Duroplast, this seat is resistant to fading and discolouration and will not yellow over time.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Alcona wc seat soft close,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B79334_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/B79334_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PB97415,Macdee Hideaway side inlet side outlet cistern plus number 1 lever Chrome Plated,Macdee,74.47,"Designed with a side inlet, the Macdee Hideaway toilet cistern is suitable for installation directly against a flat wall. Made of black plastic, this simple lever-operated cistern with Metro rapid siphon and Silenta three-part ball valve supplies a 6/7/9L single flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Macdee Hideaway side inlet side outlet cistern plus number 1 lever Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/15/NW-B97415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Macdee_Hideaway_Cistern_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/ru/Macdee_Hideway_Cistern_Asse_Instru.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PB90155,Celmac Sonata toilet seat with cover and hinges Black/Stainless Steel,Celmac,32.04,"Made of heavyweight black thermoset, this Celmac Sonata oval toilet seat and cover has a robust 304 stainless steel hinge for secure, long lasting fitting. Resistant to damage, the Sonata is easy to clean and designed for comfort and durability.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Celmac Sonata toilet seat with cover and hinges Black/Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/55/NW-B90155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PB47403,"Twyford Alcona AR2342WH Alcona Close coupled cistern, dual flush, 4/2.6ltr, white",Twyford,71.66,The Twyford Alcona flush wise close coupled cistern provides water savings of up to 60% with every 4/2.6L push button flush. This eco-friendly toilet cistern is designed to help reach articles 5 and 6 of the Code For Sustainable Homes.,"Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Alcona AR2342WH Alcona Close coupled cistern, dual flush, 4/2.6ltr, white",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/03/NW-B47401_B47403_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_967362000_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_AR2342WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PD00637,Roca Laura back to wall WC pan White,Roca,221.66,"A traditional and functional design ideal for public bathrooms, the Roca Laura back to wall round toilet pan with double outlet includes a washdown flush and is supplied with floor fixings. Part of a wider range combining usability and elegance, the Laura is a versatile, tried-and-tested choice.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Laura back to wall WC pan White,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/37/NW-D00637_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A347396000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PB90332,Thomas Dudley Mirage Auto concealed auto cistern 6/9ltr,Thomas Dudley,71.78,"Ideal for use with commercial urinals, the compact, plastic Thomas Dudley Mirage Auto automatic concealed 6-9L cistern can be effortlessly screwed to a wide range of materials for easy installation.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Mirage Auto concealed auto cistern 6/9ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/32/B90332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TDudley_AutomaticCisterns_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
