,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Range,Pressure,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Attachment 6,Feature 13,Attachment 7,Attachment 8,Pack Quantity,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Voltage (V),Feature 14,Eco Setting
173,PD62398,Mira Coda Pro shower valve,Mira,95.11,"Easy to fit and offering the ideal balance of performance and practicality, the Mira Coda Pro Valve exposed shower is a popular choice with installers and users alike. Useful features include thermostatic temperature control and a maximum temperature stop for safe family use. Suitable for all systems, even low pressure, the Pro Valve is installed front of tile for a faster, less messy fitting job.",Showering/Showers/Showers.csv -> Mira Coda Pro shower valve,,Pro valve;6L/min flow regulator;Bar valve;Pair of handles;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x wall plugs;2x fixing screws;Installation ;user guide;Guarantee card (back pages of installation ;user guide),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/98/NW-D62398_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_EV_ThermostaticBarValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_Valve_Drw_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PD80330,Triton Omnicare thermostatic electric shower with extended kit 8.5kW,Triton,491.53,"BEAB Care Mark approved, the Triton Omnicare 8.5kW thermostatic electric shower with extended kit blends safety with style for a shower that fits any home. Fitted with a wide range of accessibility features, including a grey toned dial and soft-touch start/stop button, this shower also offers reliable safety via its scald-free thermostatic control, keeping the selected temperature within a single degree. An extended riser rail and longer length shower hose meanwhile make the Omnicare suitable for both seated and standing showering.",Showering/Showers/Showers.csv -> Triton Omnicare thermostatic electric shower with extended kit 8.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/30/NW-D80330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_Omnicare_Design_EShower_ERP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_OmnicareDesign_EShower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_Omnicare_Design_EShower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Omnicare_EShower_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PD53286,Aqualisa Lumi+ electric shower 10.5kW,Aqualisa,341.89,"A wholly modern design complete with mirrored fascia and integrated lightstrip, the Aqualisa Lumi+ 10.5kW ambidextrous electric shower provides a complete sensory experience while also offering the excellent levels of practicality you'd expect from Aqualisa. Not just for show, those inbuilt lightstrips provide an on/off indication as well as a flashing low pressure signal when the shower's temperature safety control is activated. Meanwhile, three power settings provide adaptability to suit all users and a five-pattern handset supplies a shower that meets every need. Ideal for retrofit, the Lumi+ features multi-fit connection points for water and electricity, making installation in an existing bathroom hassle-free.",Showering/Showers/Showers.csv -> Aqualisa Lumi+ electric shower 10.5kW,,"Electric engine, 550mm rail, rail ends, smooth hose, gel hanger, 105mm handset, pinch grip slider, fixtures and fittings",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/86/D53286_wm.jpg,,,,,,Silver,"'@3 bar Min 2.7-3.3ltr/min, max 11ltr/min",10,0.85,2 years,N,89,,,5,LMEP10501,,N,With temperature and power control dials,Mirrored fascia,With inbuilt lighting,Includes smooth hose,With illuminated power push-button,Low water pressure indicator,Offers 3x power settings,Universal multifit installation with 8x water and 6x electric entry points,Includes 105mm Harmony handset with 5x spray settings,Handset had rub clean nozzles and pinch-grip slider,Over-temperature protection and phased shut down safety features,Retrofitable,Lumi+,0.85-10 bar,XS,A,15 dB,Manual,105,393,263,89,1500,Ambidextrous - Back / Bottom / Side / Top,38,Ambidextrous - Back / Bottom / Side / Top,,,,,,,,,,,,,A rating for efficiency,,,,,,,,,,2 year warranty,
176,PD53014,Aqualisa Midas 220 shower column Matt Black,Aqualisa,541.18,"Allowing users to personalise their showering experience, the matte black finish Aqualisa Midas 220 shower column provides versatility through a choice of adjustable five spray pattern handset or 254mm fixed head drencher shower. Manufactured in robust brass, this wall-mounted bar shower valve is fitted with a telescopic column and integrated diverter for easy switching from one outlet to the other.",Showering/Showers/Showers.csv -> Aqualisa Midas 220 shower column Matt Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/14/D53014_wm.jpg,,,,,,Black/Matt,Handset 12.72 l/min @ 3 bar Fixed head 12.24 l/min @ 3 bar,10,1,5,N,85,"Brass, metal & plastic",Dual,5,MD220SC.MB,Mixer Shower,N,Matte black finish,Easy-clean nozzles,Metal lever handset holder,Temperature and flow control with temperature override button,With 102mm adjustable head,Offers 5 spray patterns,Includes 245mm metal drencher head,With diverter knob,Easy-fit bracket included,Telescopic shower column,Brass body and handles,5 year warranty,Midas 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PC42689,Bristan Prism exposed sequential top valve Chrome,Bristan,428.33,"The modern Bristan Prism exposed single control shower is built for effortless, fingertip touch use and easy cleaning. Designed with adjustable inlets for use on existing pipework centres, the Prism is easy to fit and offers flexibility of installation.",Showering/Showers/Showers.csv -> Bristan Prism exposed sequential top valve Chrome,,Shower unit;Diverter;Shower rose;Rigid riser;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/89/NW-C42689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Expo_Top_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SQSHXTVO_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SQSHXTVO_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PA76224,Aqualisa Quartz Classic Smart divert concealed gravity pumped shower with adjustable ceiling mounted head,Aqualisa,946.57,"The Aqualisa Quartz Classic gravity pumped smart shower with adjustable head and ceiling drencher brings your bathroom into the 21st century. Wi-Fi connected, the Quartz is fully controllable via app or voice control, letting you start your bath from anywhere in the home. Family-friendly features include precise thermostatic control and an eco mode for impressive water savings and without compromising on reliably high performance.",Showering/Showers/Showers.csv -> Aqualisa Quartz Classic Smart divert concealed gravity pumped shower with adjustable ceiling mounted head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/24/NW-A76224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZD_A2_BV_DVFC_20_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Classic_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PD77025,Bristan Quadrato thermostatic surface mounted exposed bar shower valve with kit,Bristan,317.78,"The Bristan Quadrato thermostatic bar shower with single function handset offers practicality and indulgence in one simple, contemporary, angular package. Supplied with a wall mount 12 fixing kit for easy installation using built-in front-of-wall isolation valves, the Quadrato is easy to clean and incorporates a range of safety features including a maximum temperature stop.",Showering/Showers/Showers.csv -> Bristan Quadrato thermostatic surface mounted exposed bar shower valve with kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/25/NW-D77025_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_QDSHXSMFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Quadrato_QD_SHXSMFF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Quadrato_QD_SHXSMFFC_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT41871,Scudo Lunar Black Square Rigid Riser Shower,Scudo,255.42,"Finished in a bold, modern black, the Scudo Lunar rigid riser mixer shower has a statement square silhouette to complement modern bathroom designs. Supplied with a diverter function, giving you both showering and bathing options, this elegant mixer is ideal for family bathrooms, with its inbuilt thermostatic temperature control providing reliable safety.",Showering/Showers/Showers.csv -> Scudo Lunar Black Square Rigid Riser Shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/71/T41871_wm.jpg,,,,,,Black,0.2bar (l/min): 4 0.5bar (l/min): 8.4 1bar (l/min): 12.8 2bar (l/min): 18.1 3bar (l/min): 22.2,3,0.2,Lifetime Guarantee,N,422,Brass/Stainless Steel/Plastic,2 Outlets,,BLACK008ORB,Complete Shower Set,N,Black finish,Brass and stainless steel construction,Dual outlet,With anti-scald feature,Includes diverter function,Thermostatic temperature control for safety,With rigid riser,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PD52941,GAINSBOROUGH GB SLIM DUO 9.5KW - WHITE,Gainsborough,97.43,"Made of high quality stainless steel, the Gainsborough Slim Duo 9.5kW electric shower offers advanced functions and powerful operation via three settings. Suitable for use with all approved UK cold mains water systems, this manually operated single lever shower with on/off button provides effortless control of temperature and flow as well as power, while reliable safety features ensure safe use for the entire family. The Slim Duo incorporates a chrome valve for fixing directly to a wall, a rub-clean handset and a flexible stainless steel hose, while an adjustable shower rail makes hands-free showering possible for all heights.",Showering/Showers/Showers.csv -> GAINSBOROUGH GB SLIM DUO 9.5KW - WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/41/D52941_wm.jpg,,,,,,White,Min- 1.7-2.3l/minMax - Approx 9.0l/min,10,0.9,2 Year,N,97.5,,,3,GSD95,,N,On/Off Button,3 Power Settings & Temperature Control,Top/bottom/rear pipework and cable installation,8 multifit fitting options,Polished stainless steel hose,95mm 3 spray rub clean Shower handset,,,,,,,Slim Duo,0.9 to 10 bar,XS,A,15 dB,Manual,95,340,225,97.5,1500,"Right and left hand side, top, bottom, side and rear",38,Left - Bottom / Side / Top,,,,,,,,,,,,,,,,,,,,,,,,
182,PD53218,Aqualisa AQ concentric valve with adjustment kit,Aqualisa,180.94,"The Aqualisa AQ concealed/exposed concentric valve is a great choice for accurately controlled, high performance showering. Having a concealed and exposed option together in one box, gives the ultimate choice and flexibility to the consumer, when it comes to design and decor, and the installer, when it comes to pipework and installation. With brass body and metal handles for added quality, the shower valve works with a 3 mode 110mm handset for variable spray patterns. Available in polished Chrome, this concentric valve is suitable for all UK water systems and comes complete with a 5 year guarantee as standard (T&C's apply)",Showering/Showers/Showers.csv -> Aqualisa AQ concentric valve with adjustment kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/18/NW-D53218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_AQDL1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,P231616,Mira Jump Multi-Fit electric shower 10.8Kw,Mira,125.0,"Providing a showering experience to suit all needs, the Mira Jump Multi-Fit 10.8kW electric shower is supplied with three-spray showerheads for flexibility and features a smart white and chrome finish that fits seamlessly into most bathroom schemes. Ideal for retrofit, this shower has multiple cable and water entry points, helping to reduce the need for retiling after installation. Ongoing maintenance is simplified too, thanks to integrated Clearscale technology and rub-clean nozzles, reducing limescale build-up by up to 50%.",Showering/Showers/Showers.csv -> Mira Jump Multi-Fit electric shower 10.8Kw,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/NW-D90813_D90815_wm.jpg,,,,,,Chrome/White/Polished,6.3 L/min,5,1,2 years,N,117,,,4,231616 PK,,N,"Includes shower, showerheads and fittings","With installation template, installation and user guides and guarantee brochure",Straightforward replacement for existing electric showers,Multiple water and electric entry points,Offers consistent performance,Offers greater coverage via 110mm showerhead,Incorporates safety features for safer showering,Showerhead has rub-clean nozzles for reduced limescale build-up,Eco setting reduces waste,With 4x spray patterns,Includes 1.25M hose,Flow rate 6.3LPM,Jump,5.0 bar,XS,A,15 dB,Manual,110,356,225,107,1250,Left/Right TopLeft/Right BottomLeft/Right Back,39,Ambidextrous - Back / Bottom / Top,,,,,,,,,,,,,2 year warranty,,,,,,,,,,,
184,PD03184,Mira Activate double outlet hp rear fed,Mira,753.54,"Packed with advanced features, the Mira Activate digital shower mixer offers cutting edge app control and an easy to use digital controller for effortless comfort. Finished in chrome to suit every bathroom, this shower is supplied with both a four-spray handset and deluge showerhead and provides the option for a completely personalised showering experience. Perfect for installation in high pressure systems, the Activate smart shower is designed with a rear-fed supply.",Showering/Showers/Showers.csv -> Mira Activate double outlet hp rear fed,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/84/NW-D03184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Activate_DO_Digital_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Activate_Digital_Shower_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PD63817,Ideal Standard Alto bar valve with shower set and fix kit,Ideal Standard,163.03,"The chrome-finished Ideal Standard Alto exposed thermostatic shower pack and Idealrain Shower 1 kit is ideal for use in high pressure domestic water systems. Easy to install, the kit includes Fast-fix wall fixings.",Showering/Showers/Showers.csv -> Ideal Standard Alto bar valve with shower set and fix kit,,Thermostatic shower;Fast-fix and Idealrain S1 kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/17/NW-D63817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PD53284,Aqualisa Lumi+ electric shower 8.5kWMirrored and Chrome,Aqualisa,319.59,"Offering a complete sensory experience, the Aqualisa Lumi+ 8.5kW has a sleek mirrored fascia along with integrated lighting strip with variations along the strip indicating on/off as well as providing low pressure and temperature safety alerts. Easy to adjust, the included Harmony handset offers five unique spray patterns which, in combination with the unit's changeable power settings, allows for truly personalised showering. Lumi+ makes installation simple too, using multifit connection points for easy retrofitting.",Showering/Showers/Showers.csv -> Aqualisa Lumi+ electric shower 8.5kWMirrored and Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/84/D53284_wm.jpg,,,,,,Silver,"@3 bar Min 2.7-3.3lpm, Max 11lpm",10,0.85,2 years,N,89,,,5,LMEP8501,,N,Temperature and power control dials,Mirrored fascia and lighting,With smooth hose,Illuminated push power button and low water pressure indicator,With 3x power settings,Universal multifit with 8x water and electric entry points,With 105mm Harmony handset with 5x spray settings,Rub-clean nozzles,Includes pinch-grip slider,Over-temperature protection and phased shut down safety features,Retrofittable design,A-rated for efficiency,Lumi+,"0.85 bar, 10 bar",N/A,A,N/A,No,105,393,263,89,1500,"Right & left hand side, top, bottom, side & rear",38,Ambidextrous - Back / Bottom / Side / Top,,,,,,,,,,,,,2 year warranty,,,,,,,,,,,
