,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Warranty,Hazardous,Depth (mm),Overheat Protection,Pre-Wired,Boiler Section,Boiler Range,Material,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,Fuel Type,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Weight,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Capacity Litre,Feature 5,Feature 6,Attachment 7,Connection Size,Diameter,Energy Efficiency Class,Feature 7,Feature 8,Feature 9,Material Type,Feature 10,Feature 11,Feature 12,Feature 13,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Pressure,Voltage (V),Direct / Indirect,Insulation Type,Application,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Grade,Pack Quantity,Attachment 8
21,P174788,CenterStore Slim indirect unvented cylinder 150L,CenterStore,767.71,"Manufactured to the brand's reliably high standards, the 150L capacity Centerstore Slimline unvented cylinder is designed with a 475mm diameter, making it perfect for installation where space is at a premium or in homes with narrow doors. This reliable cylinder is made of tough Duplex stainless steel with thick polyurethane lagging to help maximise heat retention, while high quality components supply fast hot water to a home's outlets.",Water Heating and Storage/Water Heating and Storage.csv -> CenterStore Slim indirect unvented cylinder 150L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/v2/174787_174790_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect External Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Slimline_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P174790,CenterStore Slim indirect unvented cylinder 200L,CenterStore,832.03,"Manufactured to the brand's reliably high standards, the 200L capacity Centerstore Slimline unvented cylinder is designed with a 475mm diameter, making it perfect for installation where space is at a premium or in homes with narrow doors. This reliable cylinder is made of tough Duplex stainless steel with thick polyurethane lagging to help maximise heat retention, while high quality components supply fast hot water to a home's outlets.",Water Heating and Storage/Water Heating and Storage.csv -> CenterStore Slim indirect unvented cylinder 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/v2/174787_174790_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect External Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Slimline_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P172147,Center CYL L1B vented foam cylinder 900 x 400mm Stainless Steel,Center,198.27,"The Center Stainless Steel cylinders are designed, manufactured and tested to the HWA (Hot Water Association) specification. They feature a shower take-off/secondary return on all models as standard. HCFC-free foam provides insulation for low standing heat loss. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Water Heating and Storage.csv -> Center CYL L1B vented foam cylinder 900 x 400mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/47/172147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172147_Center_TDS.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/172147_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P174797,CenterStore Air Slim indirect unvented cylinder 170L,CenterStore,880.37,"An internal expansion unvented cylinder, the 170L capacity Centerstore Air Slim offers good levels of performance and reliability. Robust and long-lasting, this cylinder is made of high grade Duplex stainless steel with heat-retaining CFC-free polyurethane lagging. This cylinder supplies fast flowing hot water to single or multiple outlets using innovative components for fast recovery, low heat loss and less wasted energy.",Water Heating and Storage/Water Heating and Storage.csv -> CenterStore Air Slim indirect unvented cylinder 170L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/v2/174795_174798_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect Internal Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Air_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P170859,Center Vent WOLBIND23F copper cylinder g3 l1b 1050x45,Center,301.46,"The Center Copper Cylinders are designed, manufactured and tested to the British Standard BS 1566-1. The double feed, indirectly heated cylinders are suitable for pumped primary circuits and a maximum working head of 10 meters. HCFC-free foam provides insulation for low standing heat loss. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Water Heating and Storage.csv -> Center Vent WOLBIND23F copper cylinder g3 l1b 1050x45,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/60/NW-170856_170860_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_VentedFoam_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P174774,CenterStore Solar indirect twin coil unvented cylinder 300L,CenterStore,1190.75,"Built to a high standard, the 300L Centerstore Solar Twin Coil unvented cylinder is made using robust and long-lasting Duplex stainless steel with thick polyurethane lagging to help retain heat for longer. Supplied with quality components, every Centerstone Direct cylinder supplies fast-flowing water to a home's outlets, performing to its best in even the highest use properties. This cylinder is designed for fast reheat times and minimal heat loss.",Water Heating and Storage/Water Heating and Storage.csv -> CenterStore Solar indirect twin coil unvented cylinder 300L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/v2/174771_174774_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect External Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_v/_6/CenterStore Solar Cylinders_V.6.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD70400,Heatrae Sadia Multipoint 10 water heater 10ltr 3kw,Heatrae Sadia,723.96,"Built for longevity, the ErP A-rated Heatrae Sadia Multipoint 10L unvented water heater includes a corrosion-resistant copper inner vessel, long life element and an outer casing of tough thermoplastic and painted steel. Simply connected to the cold water mains, the practical and user-friendly 3kW Multipoint is simple to install and requires minimal maintenance, providing reliable and safe handwash hot water without effort.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Multipoint 10 water heater 10ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/00/D70400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Multipoint_10_15_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Technical.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_Multipoint_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multipoint_10_15_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD70627,Heatrae Sadia FBM Eco 70 electric vented water heater 70ltr,Heatrae Sadia,2011.0,"Designed to service multiple outlets, the Heatrae Sadia FBM Eco 70L is a vented cistern-type water heater suitable for first time installation and as a retrofit unit. An ideal choice for handwashing in customer or office washrooms with more than one sink or for pot filling in commercial kitchens with space to install the heater above an outlet point, the 3kW FBM Eco offers high levels of performance and easy to use controls.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia FBM Eco 70 electric vented water heater 70ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5e/co/HS_FBM25Eco_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_FBM_Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_FBM_Eco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P172152,Center CYL L1B direct vented foam cylinder 900 x 450mm Stainless Steel,Center,193.11,"The Center Stainless Steel cylinders are designed, manufactured and tested to the HWA (Hot Water Association) specification. They feature a shower take-off/secondary return on all models as standard. HCFC-free foam provides insulation for low standing heat loss. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Water Heating and Storage.csv -> Center CYL L1B direct vented foam cylinder 900 x 450mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/52/172152_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/172152_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172152_Center_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P176701,CenterStore Indirect unvented cylinder 120ltr,CenterStore,585.59,"A perennially popular choice, the resilient CenterStore 120L indirect cylinder is a purpose-built unvented water heater with a corrosion-resistant stainless steel inner vessel plus a tough duplex stainless steel and thermoplastic outer casing for long-lasting performance and a neat finish. Insulated with CFC-free polyurethane foam, this efficient water cylinder ensures minimal heat loss and delivers fast mains pressure water for frustration-free fast filling baths and hot, powerful showers.",Water Heating and Storage/Water Heating and Storage.csv -> CenterStore Indirect unvented cylinder 120ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/06/176701_176706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterStore_120-210_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/176701_CenterStore_TDS.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Centerstore_120L_Indirect_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_i/15/CenterStore_Dirct-Indirct_Instal_I15.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P138884,Andrews MAXXflo EVO Lite SC35/201 condensing water heater,Andrews,6592.0,"Highly efficient, the Andrews MAXXflo EVO Lite SC35/201 gas-fired condensing water heater provides a generous storage capacity of 200L for on-demand hot water throughout busy premises. ErP A-rated, this commercial water heater with integral pump helps to minimise waste and offers ease of operation via smart Siemens controls with a seven-day timer and three on/off periods each day.",Water Heating and Storage/Water Heating and Storage.csv -> Andrews MAXXflo EVO Lite SC35/201 condensing water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2-/88/138882-88_wm.jpg,,MAXXflo EVO Lite,2 Year,N,928,,,,,Stainless Steel,,,7802491,Water Heater,N,ErP A rated,Integral high efficiency pump,Siemens controls with LCD display,Integral 7-day time clock with 3 time zones per day plus temperature set back function,,,,,,,White,BSP,Max 65,"Empty: 120.3 kg, Full: 324 kg",XL,58 dB(A),35 kW,22,Yes,3.5,60,Multi Point,Electronic,Yes,A,IP20,85,17,Floor Mount,1 1/2 in,200 l,Factory fitted 95 deg C + 7 bar Temperature and Pressure relief valve,6.5 bar maximum pressure (vented),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD70680,Heatrae Sadia Streamline 7 under sink water heater 7ltr 3kw pack,Heatrae Sadia,239.99,"The contemporary, slimline 3kW Heatrae Sadia Streamline 7L undersink vented water heater is designed for mounting beneath a basin for convenient handwashing and cup filling in washrooms or office breakrooms. Quick and straightforward to install, the Streamline requires only a cold water supply and mains electricity and with a range of safety features and requiring minimal maintenance it's an ideal choice for spots where small amounts of water are regularly required.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Streamline 7 under sink water heater 7ltr 3kw pack,,Water heater;Wall mounting bracket;Fixing plugs ;screws;2x plumbing connections;Thermostat knob;Flow restrictor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/20/D70520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Streamline_Undersink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Streamline_Taps_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P181332,"Tesla TIH 650 all incoloy immersion heater and radiator thermostat 27""",Tesla,24.92,"Designed for use in medium-to-hard water areas, this 27"", 3kW Incoloy Tesla TIH650 immersion heater is supplied with a 7"" dual safety thermostat.","Water Heating and Storage/Water Heating and Storage.csv -> Tesla TIH 650 all incoloy immersion heater and radiator thermostat 27""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/32/181331_181332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Tesla_Imm_Heater_Prod_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P175200,Heatrae Sadia Megaflo Eco slimline direct unvented cylinder 100ltr,Heatrae Sadia,894.2,"Combining performance and reliability, this 100L Heatrae Sadia Megaflo Eco Slimline cylinder contains the brand's tried-and-tested internal expansion system. A more compact version of the Megaflo Eco, ideal for homes where space is at a premium, this taller, slimmer cylinder stores the same amount of water as standard units in a fraction of the footprint with no loss of hot water performance. Suitable for domestic or light commercial installations, the Megaflo Eco Slimline is easy and fast to fit and built with duplex stainless steel for long-lasting durability backed by a lifetime warranty.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Megaflo Eco slimline direct unvented cylinder 100ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/00/175200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ct/Megaflo_Eco_Slimline_Direct.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Slimline_Installation.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Slimline_Direct_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
