,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Pressure,Range,Warranty,Hazardous,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Depth (mm),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Number of Spray Patterns,Water Entry,Water Heating Energy Efficiency,Cable Entry,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Feature 6,Feature 7,Feature 8,Feature 9,Pack Quantity,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14
53,PD60717,Mira Escape thermostatic shower 9.8kw Chrome Plated,Mira,434.9,"The 9.8kW Mira Escape electric thermostatic shower has a stylish chrome finish well-suited to modern bathroom designs, plus the reassurance of thermostatic temperature control and Mira Sensi-flo™ technology for more comfortable, surprise-free showering. With a large showerhead for luxurious coverage, a simple on/off push button and three flow settings, the A-rated Escape includes Mira Clearscale™ technology to reduce the build-up of limescale by up to 50% and rub clean nozzles for stress-free cleaning.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Escape thermostatic shower 9.8kw Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/17/NW-D60717_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Escape_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Escape_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Escape_Shower_Drawing.pdf,,,,,,,,,,,,,
54,PD90604,Mira Jump Dual outlet electric shower 9.5kW,Mira,268.23,"With two handy heads, the chrome and white 9.5kW Mira Jump Dual electrical shower provides you with the convenience of dual outlet showering in any bathroom. With convenient multiple cable and water entry points and flexible fittings, this shower is easy to install and replaces an old unit with ease. A-rated for efficiency, the Jump Dual includes an eco setting for power and water savings while Mira Clearscale™ technology reduces limescale by up to 50% for a longer, cleaner lifetime.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Jump Dual outlet electric shower 9.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/04/D90604_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Jump_Dual_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,
55,PD80338,Triton Pumped T80SR electric 8.5kW,Triton,477.52,"Shower in true peace and quiet with the Triton T80SR 8.5kW pumped electric shower, fitted with innovative new pump technology for the quietest possible operation. Integrally pumped and tank fed, this electric shower is ideal for challenging installations in homes where the mains pressure is low or unreliable or where pressure just isn't available. With a five spray pattern showerhead included, the T80SR delivers on the kind of showering indulgence rarely found in low pressure installations.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Pumped T80SR electric 8.5kW,,Electric shower;Riser rail kit inc. hose & handset;Fitting instruction booklet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/38/NW-D80338_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/D80338_ERP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/D80338_Product_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/ts/Triton_T80SR_Pumped_Eshower_EPoints.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_T80SR_Pumped_Eshower_Install.pdf,,,,,,,,,,,,
56,P231616,Mira Jump Multi-Fit electric shower 10.8Kw,Mira,125.0,"Providing a showering experience to suit all needs, the Mira Jump Multi-Fit 10.8kW electric shower is supplied with three-spray showerheads for flexibility and features a smart white and chrome finish that fits seamlessly into most bathroom schemes. Ideal for retrofit, this shower has multiple cable and water entry points, helping to reduce the need for retiling after installation. Ongoing maintenance is simplified too, thanks to integrated Clearscale technology and rub-clean nozzles, reducing limescale build-up by up to 50%.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Jump Multi-Fit electric shower 10.8Kw,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/NW-D90813_D90815_wm.jpg,Chrome/White/Polished,6.3 L/min,5,1,5.0 bar,Jump,2 years,N,XS,A,15 dB,117,Manual,110,356,225,107,1250,4,Left/Right TopLeft/Right BottomLeft/Right Back,39,Ambidextrous - Back / Bottom / Top,231616 PK,N,"Includes shower, showerheads and fittings","With installation template, installation and user guides and guarantee brochure",Straightforward replacement for existing electric showers,Multiple water and electric entry points,Offers consistent performance,,,,,,,Offers greater coverage via 110mm showerhead,Incorporates safety features for safer showering,Showerhead has rub-clean nozzles for reduced limescale build-up,Eco setting reduces waste,,With 4x spray patterns,Includes 1.25M hose,Flow rate 6.3LPM,2 year warranty,
57,PD80353,Triton T90 T90SR T90SR Pumped 8.5kW,Triton,556.09,"Quiet Mark approved, the Triton T90SR 8.5kW pumped electric shower provides a peaceful showering experience in any bathroom without compromising on its powerful water delivery. This efficient and convenient shower is supplied complete with a five spray, easy-clean showerhead as well as an anti-twist hose.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T90 T90SR T90SR Pumped 8.5kW,,T90SR Pumped Unit;1.25m anti-twist hose with 5 spray pattern rub clean shower head,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/53/D80353_wm.jpg,White,4.35 l/per min,1,0.0078,See Min and Max,T90,2 years,N,N/A,A,Silent Running - Quiet Mark,Product Depth - 95,Thermostatic Shower,110,266,322,95,1250,5,"Left hand side - Top, Bottom, Back",39,Left - Back / Bottom / Top,E90SR817,N,Quiet integrated pump technology for quiet operation,Ideal for stud walls susceptible to vibration and noise transmission,Integrated pump boosts water pressure of low pressure gravity fed supplies,Easy prime pump,5x spray pattern head included,,,,,,,Showerhead has rub-clean nozzles,With 1.25M anti-twist hose,"Efficient A energy rating, rub-clean shower head",Quiet Mark approved,,2 year warranty,,,,
58,PD93063,Mira Azora Dual dual head electric shower 9.8kW,Mira,379.53,"The luxurious Mira Azora Dual electrical thermostatic shower brings a touch of glamour to a contemporary bathroom with its glass unit and dual showerheads, one a convenient handset, the other a generous 200mm deluge head. This efficient, A-rated shower includes an eco setting for power and water saving while Mira Clearscale™ technology reduces limescale by up to 50% for a longer, cleaner working life. With a simple on/off button and separate power and temperature controls, the Azora Dual is simple to use, offering convenient comfort.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Azora Dual dual head electric shower 9.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/63/D93063_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Azora_Dual_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Azora_9-8kW_Installation.pdf,,,,,,,,,,,,,
59,PD80326,Triton Omnicare thermostatic electric shower 8.5kW,Triton,411.74,"BEAB Care Mark approved, the Triton Omnicare 8.5kW thermostatic electric shower blends safety with style for a shower that fits any home. Fitted with a wide range of accessibility features, including a grey toned dial and soft-touch start/stop button, this shower also offers reliable safety via its scald-free thermostatic control, keeping the selected temperature within a single degree. An extended riser rail and longer length shower hose meanwhile make the Omnicare suitable for both seated and standing showering.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Omnicare thermostatic electric shower 8.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/26/NW-D80326_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_Omnicare_Electric_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_Omnicare_Electric_Shower_ERP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/Triton_Omnicare_EShower_ProductFiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Omnicare_EShower_Installation.pdf,,,,,,,,,,,,
60,PD80347,Triton T80Z Fast-Fit DuElec™ Dual Outlet Electric Shower 9.5kW (1),Triton,301.48,"Supplied with two individual showerheads, the DuElec™ electric shower allows you to choose between the convenience of a targeted handheld spray with a range of spray patterns and the luxury of an overhead rainfall shower. This 9.5kW shower is supplied with a long anti-twist hose",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T80Z Fast-Fit DuElec™ Dual Outlet Electric Shower 9.5kW (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7_/48/D80347_48_wm.jpg,White,1 bar @ 8 l/min,10,1,9.5kW,T80Z Fast-Fit DuElec™,2 years,N,XS,A,15 dB,104,Manual,110203,334,225,104,1.5m anti-twist (main hose)0.75m (connector hose),51,Top/Bottom/Back - Left/Right,39,Ambidextrous - Back / Bottom / Top,GEFFDU91,N,White unit with chrome kit,Includes dual diverter,Rub clean nozzles for easy maintenance,With 5 spray pattern handheld showerhead,With single spray pattern fixed shower head,,,,,,,Includes 1.5M shower hose,2 year warranty,,,1,,,,,
61,PD80343,Triton Danzi DuElec™ Electric Shower 10.5kW White (1),Triton,344.76,"Supplied with two individual showerheads, the DuElec™ electric shower allows you to choose between the convenience of a targeted handheld spray with a range of spray patterns and the luxury of an overhead rainfall shower. This 10.5kW shower is supplied with a long anti-twist hose",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Danzi DuElec™ Electric Shower 10.5kW White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/43/D80343_wm.jpg,White,1 bar @ 8 l/min,10,1,10.5kW,Danzi DuElec™,2 years,N,XS,A,15 dB,90,Manual,110203,328,215,90,1.5m anti-twist (main hose)0.75m (connector hose),51,Bottom Back/Bottom/Bottom Side - Right,39,Right - Back / Top,GEDADU11,N,White unit with chrome kit,Includes dual diverter,Rub clean nozzles for easy maintenance,With 5 spray pattern handheld showerhead,With single spray pattern fixed shower head,,,,,,,Includes 1.5M shower hose,2 year warranty,,,1,,,,,
62,PD53206,AQUALISA LUMI 10.5KW SHOWER - CHROME,Aqualisa,445.67,"Providing a luxurious look alongside aerospace-grade durability, the 10.5kW Aqualisa Lumi electric shower features a glamorous mirrored glass fascia, illuminated panel and mirrored chrome finishing. Sensory touch controls make using the Lumi easy while the Harmony electric head with its five spray pattern settings provides personalised comfort and coverage. Clever features, including an over-temperature protection system and limescale-reducing delayed shutdown, make this A-rated shower as practical as it is stylish.",Showering/Showers/Electric Showers/Electric Showers.csv -> AQUALISA LUMI 10.5KW SHOWER - CHROME,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/06/NW-D53204_D53206_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Lumi_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aqualisa_Lumi_D53206_Technical.pdf,,,,,,,,,,,,,
63,PD90810,Mira Escape electric 9kw Chrome Plated,Mira,425.07,"The 9kW Mira Escape electric thermostatic shower has a stylish chrome finish well-suited to modern bathroom designs, plus the reassurance of thermostatic temperature control and Mira Sensi-flo™ technology for more comfortable, surprise-free showering. With a large showerhead for luxurious coverage, a simple on/off push button and three flow settings, the A-rated Escape includes Mira Clearscale™ technology to reduce the build-up of limescale by up to 50% and rub clean nozzles for stress-free cleaning.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Escape electric 9kw Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/10/NW-D90810_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Escape_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Escape_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Escape_Shower_Drawing.pdf,,,,,,,,,,,,,
64,PD00466,Triton T80Z fast fit shower 9.5kw White/Chrome Plated,Triton,156.01,"Attractively designed for a modern, stylish look, the chrome and white 9.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T80Z fast fit shower 9.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/66/D00466_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,
65,PD53225,Aqualisa eVolve white/satin silver 9.5kW,Aqualisa,235.61,"Combining style and quality in a robust package, the streamlined Aqualisa eVolve electric shower has a fresh Arctic White casing with a contoured silver satin trim. Offering flexible installation, this modern unit is a suitable retrofit for most older electric showers thanks to multi-fit connection options while connection to an existing cold water supply at 240V is simple. With a variety of power settings and three spray patterns, this 9.5kW shower provides the perfect shower experience for everybody and every situation. Meanwhile, individual temperature control along with a digital temperature display allows for smooth, precise adjustment. For safety and practicality, the eVolve incorporates an over-temperature stop function as well as an automatic phased shutdown to reduce the build-up of limescale.",Showering/Showers/Electric Showers/Electric Showers.csv -> Aqualisa eVolve white/satin silver 9.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/25/D53225_wm.jpg,White / Satin Silver,"'@3 bar Min 2.7-3.3ltr/min, max 11ltr/min",10,0.85,0.85-10 bar,Evolve,2 Year,N,XS,A,15 dB,89,Manual,105,379,244,89,1500,3,"Right & left hand side, top, bottom, side & rear",38,Left - Bottom / Side / Top,VOPZ26,N,Digital temperature display and control dial,Satin silver trim,Illuminated push power button and Low water pressure indicator,3 power settings,Stainless steel hose,,,,,,,Universal multifit: 8 water & electric entry points,"105mm Flow Handset with 3 spray settings, rub clean nozzles and a push button slider",Over temperature protection and phased shut down safety features,Retrofitable,,,,,,
66,PD78066,Triton T70Z electric shower 7.5kw White/Chrome Plated,Triton,133.84,"The 7.5kW Triton T70Z electric shower offers a simple, user-friendly design, providing good value for money with its understated design suited to just about any bathroom, modern or traditional. Based on a proven Z range design blueprint, the efficient A-rated T70Z offers easy cleaning, adaptable fitting and hassle-free cleaning.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T70Z electric shower 7.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/66/NW-D78065_D78066_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_LARA_3-Pos_Showerhead_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T70Z_Electric_Shower_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_T70Z_Electric_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_David_Riser_Rail_Assy_Install.pdf,,,,,,,,,,,,
67,PD90811,Mira Vie electric shower 8.5kw White,Mira,128.16,"Offering consistent shower performance in any conditions and any system, the reliable 8.5kW Mira Vie white electric shower ensures consistent performance via advanced pressure stabilised temperature control, hassle-free fitting in any location and great usability, with an on/off button and choice of flow settings to suit your needs. The A-rated Vie has an eco mode for less waste and improved efficiency while Mira Clearscale™ technology reduces the build-up of limescale by up to 50% for cleaner, more reliable performance.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Vie electric shower 8.5kw White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/11/NW-D90811_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Vie_Go_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Vie_Electrical_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Vie_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Vie_Shower_Spare_Guide.pdf,,,,,,,,,,,,
68,PD52942,Gainsborough Slim Duo electric shower 8.5kw Piano Black,Gainsborough,110.43,"Offering advanced functions for powerfully indulgent operation, the Gainsborough Slim Duo 8.5kW dual electric shower in Piano Black offers manual operation via a simple single lever for complete pressure and temperature control. Compatible with all approved cold mains UK water systems, this straightforward yet stylish shower offers three power settings and an easy to use start/stop button for reliable set-and-forget operation. Attractively designed to look great in any bathroom, the Slim's all-chrome wall-mounted valve is supplied with a stainless steel hose and rub-clean showerhead along with a convenient slider rail for easier hands-free showering.",Showering/Showers/Electric Showers/Electric Showers.csv -> Gainsborough Slim Duo electric shower 8.5kw Piano Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/42/D52942_wm.jpg,Piano Black,Min- 1.7-2.3l/minMax - Approx 9.0l/min,10,0.9,0.9 to 10 bar,Slim Duo,2,N,XS,A,15 dB,97.5,Manual,95,340,225,97.5,1500,3,"Right and left hand side, top, bottom, side and rear",38,Left - Back / Bottom / Side / Top,GSDPB85,N,Piano black colour,On/off push-button operation,3x power settings,Includes 95mm handset with 3x spray options,Rub-clean nozzles,,,,,,,With polished stainless steel hose,Includes soap dish,Top/bottom/rear pipework and cable installation,8x Multifit installation options,,A rated for efficiency,2 year warranty,,,
69,PD53229,Aqualisa eVolve black/satin silver 10.5kW,Aqualisa,267.57,"Combining style and quality in a robust package, the streamlined Aqualisa eVolve electric shower has a smart Midnight Black casing with a contoured silver satin trim. Offering flexible installation, this modern unit is a suitable retrofit for most older electric showers thanks to multi-fit connection options while connection to an existing cold water supply at 240V is simple. With a variety of power settings and three spray patterns, this 10.5kW shower provides the perfect shower experience for everybody and every situation. Meanwhile, individual temperature control along with a digital temperature display allows for smooth, precise adjustment. For safety and practicality, the eVolve incorporates an over-temperature stop function as well as an automatic phased shutdown to reduce the build-up of limescale.",Showering/Showers/Electric Showers/Electric Showers.csv -> Aqualisa eVolve black/satin silver 10.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/29/D53229_wm.jpg,Black / Satin Silver,"'@3 bar Min 2.7-3.3ltr/min, max 11ltr/min",10,0.85,0.85-10 bar,Evolve,2 Year,N,XS,A,15 dB,89,Manual,105,379,244,89,1500,3,"Right & left hand side, top, bottom, side & rear",38,Left - Bottom / Side / Top,VOTZ27,N,Digital temperature display and control dial,Satin silver trim,Illuminated push power button and Low water pressure indicator,3 power settings,Stainless steel hose,,,,,,,Universal multifit: 8 water & electric entry points,"105mm Flow Handset with 3 spray settings, rub clean nozzles and a push button slider",Over temperature protection and phased shut down safety features,Retrofitable,,,,,,
70,PD52944,GB SLIM DUO 8.5KW TITANIUM GREY,Gainsborough,129.92,"Offering advanced functions for powerfully indulgent operation, the Gainsborough Slim Duo 8.5kW dual electric shower in Titanium Grey offers manual operation via a simple single lever for complete pressure and temperature control. Compatible with all approved cold mains UK water systems, this straightforward yet stylish shower offers three power settings and an easy to use start/stop button for reliable set-and-forget operation. Attractively designed to look great in any bathroom, the Slim's all-chrome wall-mounted valve is supplied with a stainless steel hose and rub-clean showerhead along with a convenient slider rail for easier hands-free showering.",Showering/Showers/Electric Showers/Electric Showers.csv -> GB SLIM DUO 8.5KW TITANIUM GREY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/44/D52944_wm.jpg,Titanium Grey,Min- 1.7-2.3l/minMax - Approx 9.0l/min,10,0.9,0.9 to 10 bar,Slim Duo,2,N,XS,A,15 dB,97.5,Manual,95,340,225,97.5,1500,3,"Right and left hand side, top, bottom, side and rear",38,Left - Back / Bottom / Side / Top,GSDTG85,N,Titanium grey colour,On/off push-button operation,3x power settings,Includes 95mm handset with 3x spray options,Rub-clean nozzles,,,,,,,With polished stainless steel hose,Includes soap dish,Top/bottom/rear pipework and cable installation,8x Multifit installation options,,A rated for efficiency,2 year warranty,,,
