,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Connection Size,Connection Type,Diameter,Weight,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Angle,Range,Colour,Gender,Wall Thickness (mm),Connection Type 2,Length (M),Pack Quantity,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6
29,PP96225,"TP RV0.AFR adaptor FI/BSP BS/BSP 1.1/2 x 1.1/2""",TP,9.19,"This TP 1 1/2 x 1 1/2"" threaded adapter is made of PVC-U and includes plain/threaded connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.AFR adaptor FI/BSP BS/BSP 1.1/2 x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/26/NW-P96221_P96226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PP55168,"Durapipe upvc cap 1""",Durapipe,1.11,"Suitable for pressurised irrigation, this Durapipe PVC 1"" cap can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc cap 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC Cap image_wm.jpg,,,,1,0.17030,N,WRAS,Equal,1,N/A,Unplasticized Polyvinyl Chloride (PVC-U),1,Solvent Weld,RCA40320,Cap,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
31,PP55236,"Durapipe upvc plain/bsp socket 1/2""",Durapipe,2.49,"Suitable for pressurised irrigation, this Durapipe PVC 1/2"" plain/BSP socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc plain/bsp socket 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pv/c)/Socket plain-threaded (pvc)_wm.jpg,,1/2 in,Threaded,,0.16296,N,WRAS,Equal,12,1/2,Unplasticized Polyvinyl Chloride (PVC-U),12,Solvent Weld,RMA60200,Pipe Socket,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
32,PP55237,"Durapipe upvc plain/bsp socket 3/4""",Durapipe,2.78,"Suitable for pressurised irrigation, this Durapipe PVC 3/4"" plain/BSP socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc plain/bsp socket 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pv/c)/Socket plain-threaded (pvc)_wm.jpg,,3/4 in,Threaded,,0.16296,N,WRAS,Equal,3/4,3/4,Unplasticized Polyvinyl Chloride (PVC-U),3/4,Solvent Weld,RMA60250,Pipe Socket,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
33,PP96021,"TP RV0.GOL 90deg upvc elbow 1/2""",TP,2.32,"This TP 1/2 x 1/2"" 90° elbow is made of PVC-U specifically for water piping systems. This part is suitable for use in a range of applications including distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, aquariums and aquaculture, irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.GOL 90deg upvc elbow 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/29/NW-P96021_P96029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PP55010,"Durapipe upvc socket 1.1/2""",Durapipe,2.45,"Suitable for pressurised irrigation, this Durapipe PVC 1 1/2"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc socket 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC socket image_wm.jpg,,1-1/2 in,Solvent weld,1 1/2,0.16296,N,WRAS,Equal,1-1/2,1 1/2,Unplasticized Polyvinyl Chloride (PVC-U),1 1/2,Solvent Weld,RMA40500,Pipe Socket,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
35,PP96039,"TP RV0.GYL 45deg upvc elbow (bsp) 4""",TP,67.94,"This TP 4 x 4"" 45° elbow is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.GYL 45deg upvc elbow (bsp) 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/39/NW-P96038_P96039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PP96158,"TP RV0.QRL upvc stub serrated 3""",TP,20.48,"This TP 3"" serrated flange adapter is made of PVC-U. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.QRL upvc stub serrated 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/60/NW-P96158_P96160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PP96062,"Georg Fischer RV0.TIL 90deg upvc equal tee 3/4""",Georg Fischer,3.35,"Ideal for water piping systems, this Georg Fischer 3/4 x 3/4 x /4"" 90° tee is made of PVC-U. It is suitable for use in distribution, treatment and sewage water, public/private swimming pools, thermal pools or spas, aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Georg Fischer RV0.TIL 90deg upvc equal tee 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/70/NW-P96061_P96070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PP55230,"Durapipe UPVC BN6 PL/BSP barrel nipple 1.1/2""",Durapipe,4.21,"Suitable for pressurised irrigation, this Durapipe PVC 1 1/2"" BN6 PL/BSP barrel nipple can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe UPVC BN6 PL/BSP barrel nipple 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pv/c)/Barrel nipple plain-threaded (Pvc)_wm.jpg,,,,,0.21608,N,WRAS,Equal,1-1/2,1 1/2,Unplasticized Polyvinyl Chloride (PVC-U),1 1/2,Solvent Weld,RBN60500,Barrel Nipple,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
39,PP55029,"Durapipe Astore 90deg upvc elbow 1.1/4""",Durapipe,3.46,"This Durapipe Astore GO4 1 1/4 x 1 1/4"" 90° elbow is made of PVC and includes a BS solvent weld x BSP threaded end connection. Suitable for pressurised irrigation systems, drinking water, chemical installations and water treatment systems, Astore PVC-U is a solvent-welded, fully matched pipework system available in imperial and metric sizes. Lightweight PVC-U makes installation simple, saving on time, effort and cost of fitting compared to traditional pipework materials.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe Astore 90deg upvc elbow 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/29/NW-P55028_P55029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Durapipe_Astore_Technical_May2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PP96045,"TP RV0.MAL upvc socket 1.1/2""",TP,4.65,"This TP 1 1/2 x 1 1/2"" double socket is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.MAL upvc socket 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/50/NW-P96041_P96050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PP96145,"Georg Fischer upvc reducing bush 4 x 3""",Georg Fischer,19.22,"This Georg Fischer 4 x 3"" reducing bush is made of a PVC-U ideal for water piping systems. It is suitable for use in distribution, treatment and sewage water, public/private swimming pools, thermal pools or spas, aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Georg Fischer upvc reducing bush 4 x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/45/NW-P96145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PP55210,"Durapipe upvc reducing bush 3 x 2""",Durapipe,7.39,"Suitable for pressurised irrigation, this Durapipe PVC 3 x 2"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc reducing bush 3 x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC redbush image_wm.jpg,,3 in x 2 in,Solvent weld,3 x 2,0.11423,N,WRAS,Equal,3,2,Unplasticized Polyvinyl Chloride (PVC-U),3,Solvent Weld,RRC4090G,Reducing Bush,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
43,PP55196,"Durapipe upvc reducing bush 1 x 3/4""",Durapipe,1.17,"Suitable for pressurised irrigation, this Durapipe PVC 1 x 3/4"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc reducing bush 1 x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC redbush image_wm.jpg,,1 in x 3/4 in,Solvent weld,1 x 3/4,0.11423,N,WRAS,Equal,1,3/4,Unplasticized Polyvinyl Chloride (PVC-U),1,Solvent Weld,RRC4032C,Reducing Bush,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
44,PP41248,"Georg Fischer UPVC plain union 1""",Georg Fischer,23.44,"This Georg Fischer 1 x 1"" union in PVC-U is suitable for solvent cement jointing and offer suitability for use in chemical processing, microelectronics, shipbuilding and water treatment.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Georg Fischer UPVC plain union 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/51/NW-P41245_P41251_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Georg_Fischer_Piping_Systems_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PP55149,"Durapipe Astore upvc union 1.1/4""",Durapipe,8.5,"This Durapipe Astore BO4 1 1/4 x 1 1/4"" union is made of PVC and includes a BSP threaded end connection. Suitable for pressurised irrigation systems, drinking water, chemical installations and water treatment systems, Astore PVC-U is a solvent-welded, fully matched pipework system available in imperial and metric sizes. Lightweight PVC-U makes installation simple, saving on time, effort and cost of fitting compared to traditional pipework materials.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe Astore upvc union 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/51/NW-P55148_P55151_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Durapipe_Astore_Technical_May2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PP55226,"Durapipe UPVC BN6 PL/BSP barrel nipple 1/2""",Durapipe,1.87,"Suitable for pressurised irrigation, this Durapipe PVC 1/2"" BN6 PL/BSP barrel nipple can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe UPVC BN6 PL/BSP barrel nipple 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pv/c)/Barrel nipple plain-threaded (Pvc)_wm.jpg,,,,,0.21608,N,WRAS,Equal,12,1/2,Unplasticized Polyvinyl Chloride (PVC-U),12,Solvent Weld,RBN60200,Barrel Nipple,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
47,PP55060,"Durapipe 45degree upvc elbow 1.1/2""",Durapipe,5.26,"Suitable for pressurised irrigation, this Durapipe PVC 1 1/2"" 45° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe 45degree upvc elbow 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC 45d Elbow image_wm.jpg,,1-1/2 in,Solvent weld,1 1/2,0.27231,N,WRAS,Equal,1-1/2,1 1/2,Unplasticized Polyvinyl Chloride (PVC-U),1 1/2,Solvent Weld,RGY40500,Elbow,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,45,,,,,,,,,,,,
48,PP55171,"Durapipe upvc cap 2""",Durapipe,3.57,"Suitable for pressurised irrigation, this Durapipe PVC 2"" cap can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc cap 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC Cap image_wm.jpg,,,,2,0.17030,N,WRAS,Equal,2,N/A,Unplasticized Polyvinyl Chloride (PVC-U),2,Solvent Weld,RCA40630,Cap,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
49,PP96043,"TP RV0.MAL upvc socket 1""",TP,2.22,"This TP 1 x 1"" double socket is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.MAL upvc socket 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/50/NW-P96041_P96050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PP96214,"TP RV0.MAR adaptor socket BSP BS 1.1/4""",TP,10.19,"This TP 1 1/4 x 1 1/4"" plain/threaded socket is made of PVC-U with plain/threaded female connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.MAR adaptor socket BSP BS 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/16/NW-P96211_P96216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PP96038,"TP RV0.GYL 45deg upvc elbow (bsp) 3""",TP,33.05,"This TP 3 x 3"" 45° elbow is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.GYL 45deg upvc elbow (bsp) 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/39/NW-P96038_P96039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PP96068,"Georg Fischer RV0.TIL 90deg upvc equal tee 3""",Georg Fischer,46.68,"Ideal for water piping systems, this Georg Fischer 3 x 3 x 3"" 90° tee is made of PVC-U. It is suitable for use in distribution, treatment and sewage water, public/private swimming pools, thermal pools or spas, aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Georg Fischer RV0.TIL 90deg upvc equal tee 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/70/NW-P96061_P96070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PP96036,"TP RV0.GYL 45deg upvc elbow (bsp) 2""",TP,14.04,"This TP 2 x 2"" 45° elbow is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.GYL 45deg upvc elbow (bsp) 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/36/NW-P96031_P96036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PP55393,"Durapipe upvc stub flange 3""",Durapipe,10.78,"Suitable for pressurised irrigation, this Durapipe PVC 3"" stub flange can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> Durapipe upvc stub flange 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC stub flange image_wm.jpg,,3 in,,3,0.21608,N,WRAS,Equal,3,N/A,Unplasticized Polyvinyl Chloride (PVC-U),3,Solvent Weld,RQR40900,Stub Flange,N,Lightweight uPVC construction,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,,,,,,,,,,
55,PP96215,"TP RV0.MAR adaptor socket BSP BS 1.1/2""",TP,11.81,"This TP 1 1/2 x 1 1/2"" plain/threaded socket is made of PVC-U with plain/threaded female connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.MAR adaptor socket BSP BS 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/16/NW-P96211_P96216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PP96049,"TP RV0.MAL upvc socket 4""",TP,36.51,"This TP 4 x 4"" double socket is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.MAL upvc socket 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/50/NW-P96041_P96050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PP96034,"TP RV0.GYL 45deg upvc elbow (bsp) 1.1/4""",TP,7.98,"This TP 1 1/4 1 1/4"" 45° elbow is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/U-PVC Pipe Fittings/U-PVC Pipe Fittings.csv -> TP RV0.GYL 45deg upvc elbow (bsp) 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/36/NW-P96031_P96036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
