,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Pack Quantity,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Feature 19,Attachment 6,Attachment 7,Attachment 8
47,P334015,Ideal Logic+ System S18 system boiler only pack,Ideal,1073.0,The Ideal Logic+ System S18 system boiler has been designed with quality in mind. This 18kW output unit is packed with premium features so whether you're working on a brand new installation or a re-fit you'll experience straightforward and fast fitting in any location while homeowners enjoy the convenience of a user-friendly digital display and the peace of mind that comes with inbuilt frost protection and ErP A-rated efficiency. Install the Logic+ System along with a cylinder for reliable hot water as well as comfortable central heating.,Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Logic+ System S18 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal_Logic_Plus_System_wm.jpg,Natural Gas,Logic+ System,,,,N,,,,334015,,,,334015 PK,Condensing System Boiler,N,Compact cupboard fit,Low lift weight,Wide range of additional flueing options,Pre-formed copper tails,Universal condensate connection,PRV wall outlet pipe included,Concealed pipe connections,No compartment ventilation,For use in sealed domestic systems,Large digital display,Full sequence automatic spark ignition,Fan-assisted combustion,Energy Saving Trust endorsed,Fully modulating operation to low outputs,Built-in frost protection,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,7 year warranty,White,,,,,,,,,,,,,
48,P333879,Viessmann Vitodens 100-W B1HF 100-w system  32kW,Viessmann,1287.65,"Ready for use with a 20% blend of hydrogen H2, the state of the art Viessmann Vitodens 100-W 32 wall-mounted system boiler is designed for use in small, well-insulated homes. Employing the latest innovative technology, this ErP A-rated boiler promises excellent efficiency and performance you can rely on. Compatible with smart technology, the 32kW Vitodens 100-W is a user-friendly choice for a modern, eco-conscious household.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Viessmann Vitodens 100-W B1HF 100-w system  32kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/29/NW-147025_147029_wm.jpg,Natural Gas,Vitodens 100-W,5 Year,33 kg,A,N,,32 kW,360,,33,94,Wall Mount,333879 PK,System Boiler,N,Compact design,Low weight,Low fan speed for quiet operation,High-quality stainless steel Inox-Radial heat exchanger,Up to 94% of fuel used converted into heat,Hydrogen-ready (H2 20% blend),Low CO2 emissions for reduced environmental impact,User friendly LED touchscreen,"Optional ViCare Thermostat, no third-party controls required",Lambda Pro combustion control,5 year warranty,Option to extend warranty by a further 7 years,,,,,,,White/Gloss,,A,,,,,,,,,,,
49,P151026,Baxi 824 1 system boiler 2 natural gas or LPG,Baxi,1292.17,"A compact design suitable for fitting into a standard cupboard, the Baxi 824 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 24kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi 824 1 system boiler 2 natural gas or LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/151026_wm.jpg,Natural Gas / LPG,824,10 Years Parts & Labour,2.85 kg,A,N,A,24 kW,285,,285,94,Wall mounting bracket,7814314,System Boiler,N,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
50,P116014,Vaillant ecoFIT pure System 615 system boiler,Vaillant,1651.14,"Built for performance, the Vaillant ecoFIT pure 615 system boiler is fitted with a powerful aluminium heat exchanger for reliability and improved efficiency, earning it an ErP A rating. Compact and lightweight, this 15kW boiler makes installation flexible, with the option to cupboard fit in a standard kitchen unit and the quietest possible operation for added convenience in the smallest of spaces. Compatible with a range of heating controls, the ecoFit pure can form part of a smart, app-controlled home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoFIT pure System 615 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/17/116013_116017_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Valliant_ecoFIT_pure_Combi_Blr_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_SstemecoFITpure_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_System_ecoFIT_pure_Install.pdf,,,,,,
51,P333182,Worcester Bosch Greenstar 4000 System GR4700iW 15 S NG system boiler only 15kW,Worcester Bosch,1038.0,"Providing excellent levels of efficiency, the Worcester Bosch Greenstar 4000 System GR4700iW 15 S NG system boiler has earned a top-notch ErP A rating, helping homeowners to minimise waste and even save on energy costs. Designed to look good as well as perform reliably, this 15kW wall-mounted condensing system boiler provides ease of servicing for the engineer as well as intuitive operation for the owner.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar 4000 System GR4700iW 15 S NG system boiler only 15kW,,Wall mounted gas-fired condensing system appliance;Wall mounting frame;Bottom panel;Siphon;PRV installer connection elbow;Hardware literature pack;Installation ;maintenance instructions;User instructions;Wall mounting template;PRV installer connection el,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/85/333179_333185_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,
52,P333813,Baxi 600 618 system boiler only pack,Baxi,999.0,"Installation of the Baxi 618 system boiler alongside an unvented cylinder on a fully pumped sealed system ensures high levels of hot water and reliable heating for even the largest of homes. Highly reliable and efficient, this ErP A-rated boiler is fully modulating, using only the fuel it needs to reach temperature, and offers a range of features including weather protection and front servicing access to make life easier for owner and engineer alike. Compact and lightweight, the 618 fits effortlessly into a cupboard to make the most of available space.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi 600 618 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/15/333812_333815_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_System_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_System_Technical.pdf,,,,,
53,P333876,Viessmann Vitodens 100-W 19 100-w system b1hf 19kw,Viessmann,1144.33,"Ready for use with a 20% blend of hydrogen H2, the state of the art Viessmann Vitodens 100-W 19 wall-mounted system boiler is designed for use in small, well-insulated homes. Employing the latest innovative technology, this ErP A-rated boiler promises excellent efficiency and performance you can rely on. Compatible with smart technology, the 19kW Vitodens 100-W is a user-friendly choice for a modern, eco-conscious household.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Viessmann Vitodens 100-W 19 100-w system b1hf 19kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/29/NW-147025_147029_wm.jpg,Natural Gas,Vitodens 100-W,5 Year,33 kg,A,N,,19 kW,360,,33,93,Wall Mount,333876 PK,System Boiler,N,Compact design,Low weight,Low fan speed for quiet operation,High-quality stainless steel Inox-Radial heat exchanger,Up to 94% of fuel used converted into heat,Hydrogen-ready (H2 20% blend),Low CO2 emissions for reduced environmental impact,User friendly LED touchscreen,"Optional ViCare Thermostat, no third-party controls required",Lambda Pro combustion control,5 year warranty,Option to extend warranty by a further 7 years,,,,,,,White/Gloss,,A,,,,,,,,,,,
54,P333868,Intergas HRE SB 40 compact system boiler,Intergas,1123.0,"The wall-mounted Intergas Compact HRE 40 SB gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Intergas HRE SB 40 compact system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/sb/Intergas_HRE_SB_wm.jpg,Natural Gas,HRE SB,7 Years,36 kg,A,N,,40 kW,240,333868,36,92,Wall Hung,333868 PK,Compact System Boiler,N,Fitted with a modulating control to adjust power in line with heat requirements,No air pressure switch,Easy to service and maintain,Almost no standby losses,7 year warranty,,,,,,,,,,,,,,White/Gloss,,A,,,,,,,,,,,
55,P333889,Alpha E-TEC 20S system boiler,Alpha,796.0,"ErP A-rated for efficiency, the compact Alpha E-Tec 20S system boiler can help homeowners to save on fuel bills while reducing their energy use. Offering a 20kW output, this boiler is ideal for small to medium homes requiring an average level of heating and hot water, fitting snugly into a kitchen cupboard where it's easy to reach for operation and maintenance but leaves plenty of room for storage. Fitted with the always reliable Grundfos pump and hydroblock, the E-Tec also features easy-access NTCs alongside a corrosion-resistant expansion vessel for long-lasting use and ease of servicing.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Alpha E-TEC 20S system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/94/196893_196894_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Alpha_E-Tec_20S_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_E-Tec_20S_Installation.pdf,,,,,,,
56,P169951,Vaillant ecoTEC Exclusive Green iQ 627 system boiler,Vaillant,2260.93,"Featuring a whole range of smart technologies and efficient features, the ErP A-rated Vaillant ecoTEC Exclusive Green iQ 627 system boiler promises ultra-low consumption and reduced running costs, a must for the family home where carbon footprints are a consideration. Compatible with Vaillant's own vSMART heating control for at-a-touch system changes, the ecoTEC Exclusive Green iQ intelligently manages consumption and output for the highest possible performance, less maintenance and reduced fuel bills.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoTEC Exclusive Green iQ 627 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/51/169951_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/le/rs/Valliant_Domestic_Boilers.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uc/tn/Vaillant_ecoTECExclvGrniQ_Instructn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTECExclsvGrnQStm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_ecoTECExclsvGrniQSystm_Tech.pdf,,,,,,
57,P141657,Worcester Bosch Greenstar 4000 GR4700iW 24 S NG system 24kw,Worcester Bosch,1335.0,"Providing excellent levels of efficiency, the Worcester Bosch Greenstar 4000 System GR4700iW 24 S NG system boiler has earned a top-notch ErP A rating, helping homeowners to minimise waste and even save on energy costs. Designed to look good as well as perform reliably, this 24kW wall-mounted condensing system boiler provides ease of servicing for the engineer as well as intuitive operation for the owner.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 24 S NG system 24kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/58/141645_141658_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_24_S_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,
58,P334011,Ideal Vogue Gen2 S18 system boiler only pack,Ideal,1165.0,"The room-sealed Ideal Vogue Gen 2 S18 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 18kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S18 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,Natural Gas,Vogue GEN2,10 Years,3.15Kg,A,N,A,,330,334011,31.5,93,Wall Hung,334011 PK,Condensing System Boiler,N,Compact size,Built using premium components,Multi-function buttons for ease of use,"Backlit 3.5"" LCD full colour display",Energy Saving Trust endorsed,Full sequence automatic spark ignition,Fan-assisted combustion,LPG conversion available,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,,,
59,P333859,Worcester Bosch Greenstar i System Compact ErP 27i NG boiler,Worcester Bosch,1209.0,"The Worcester Bosch Greenstar 27i ErP NG system boiler is an ultra-modern compact and lightweight boiler designed to maximise available space in homes of just about any size. Highly reliable and extremely durable, this ErP A-rated boiler incorporates a low energy pump for reduced electrical requirements and a simple, clear display and controls for error-free operation. Compatible with a range of Worcester controls and the brand's Greenskies solar panels, the Greenstar is suitable for use as part of an advanced eco-friendly heating system.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar i System Compact ErP 27i NG boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ar/_i/Greenstar i_wm.jpg,Natural Gas,Greenstar i System Compact ErP,7 Years,27.3 kg,A,N,,27 kW,280,333859,27.3,92,Wall Hung,333859 PK,Condensing System Boiler,N,Small and lightweight wall-mounted boiler,Fits in a standard kitchen cupboard,Simple boiler control knobs,Clear temperature display,User-friendly display for easy operation,Low energy pump reduces electrical usage,Compatible with Worcester controls,Compatible with Greenskies solar panels,7 year warranty,,,,,,,,,,White/Gloss,,A,,,,,,,,,,,
60,P334030,Ideal Logic Max System S30 system boiler only pack,Ideal,1195.0,"The Ideal Logic Max System S30 boiler is compact and lightweight for easy installation in almost any location. ErP A-rated, this highly efficient heat only boiler can be used alongside a hot water cylinder for the supply of reliable domestic hot water and is compatible with a range of Ideal controls for additional flexibility and cost savings. The hardwearing Max Heat is straightforward to use, simple to service and requires minimal maintenance.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Logic Max System S30 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal Logic Max System_wm.jpg,Natural Gas,Logic Max System,,,,N,,,,334030,,,,334030 PK,Condensing System Boiler,N,Compact cupboard fit,Low lift weight,"Easy installation, commissioning and service",Hardwearing and scratch-resistant,Fan-assisted combustion,Full sequence automatic spark ignition,Large digital display,Easy to reach pressure gauge on front panel,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,
61,P334013,Ideal Vogue Gen2 S32 system boiler only pack,Ideal,1356.0,"The room-sealed Ideal Vogue Gen 2 S32 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 32kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S32 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,Natural Gas,Vogue GEN2,10 Years,34.3 kg,A,N,,,330,334013,34.3,93,Wall Hung,334013 PK,Condensing System Boiler,N,Compact size,Built using premium components,Multi-function buttons for ease of use,"Backlit 3.5"" LCD full colour display",Energy Saving Trust endorsed,Full sequence automatic spark ignition,Fan-assisted combustion,LPG conversion available,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,,,
62,P334012,Ideal Vogue Gen2 S26 system boiler only pack,Ideal,1267.0,"The room-sealed Ideal Vogue Gen 2 S26 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 26kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S26 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,Natural Gas,Vogue GEN2,10 Years,32.9 kg,A,N,A,,330,334012,32.9,93,Wall Hung,334012 PK,Condensing System Boiler,N,Compact size,Built using premium components,Multi-function buttons for ease of use,"Backlit 3.5"" LCD full colour display",Energy Saving Trust endorsed,Full sequence automatic spark ignition,Fan-assisted combustion,LPG conversion available,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,,,
63,P125228,Ideal Heating Logic 228370 logic plus system 2 S24,Ideal Heating,1117.2,The Ideal Logic+2 System boiler is the next evolution of our award-winning Logic range.,Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Heating Logic 228370 logic plus system 2 S24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/29/125226_125229_wm.jpg,Natural Gas,Logic,7 Years,31.1,A,N,A,24 kW,310,,31.1,89.7,Wall Mounted,228370,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P333113,Alpha E-Tec NX system boiler 35kW,Alpha,854.0,"Highly efficient, the Alpha E-Tec NX 35kW system boiler incorporates a reliable and lightweight stainless steel heat exchanger. Easy to operate using a well-designed control panel with backlit display, this 35kW output, ErP A-rated boiler is fitted with a double casing for the quietest possible operation, improving siting options.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Alpha E-Tec NX system boiler 35kW,,Boiler with fittings pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,Natural Gas,,7 Years,3.28 kg,A,N,,34.8 kW,255,,328,89.5,Wall Mounted,333113 PK,System,N,Lightweight stainless steel main heat exchanger,Double casing design for quiet operation,Easy-read backlit display,Revised control panel interface,With removable push-fit flue connection,Fully range output adjustable,With Delta T variable speed operation pump,Suitable for wall mounted installation,ErP A-rated,7 year warranty,,,,,,,,,,,,,,,,,,,,,,
65,P333967,Worcester Bosch Greenstar 8000 Style GR8700iW 30 SB NG system boiler pack 30kW Black,Worcester Bosch,1466.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 30 SB NG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 SB NG system boiler pack 30kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,Natural Gas,Greenstar 8000 Style,8 years,46 kg,A,N,A,,365,333967,46,94,Wall Hung,333967 PK,Condensing System Boiler,N,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist quickly,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,
66,P333867,Intergas HRE SB 30 compact system boiler,Intergas,1019.0,"The wall-mounted Intergas Compact HRE 20 SB gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Intergas HRE SB 30 compact system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/sb/Intergas_HRE_SB_wm.jpg,Natural Gas,HRE SB,7 Years,30Kg,A,N,,30 kW,240,333867,30,93,Wall Hung,333867 PK,Compact System Boiler,N,Fitted with a modulating control to adjust power in line with heat requirements,No air pressure switch,Easy to service and maintain,Almost no standby losses,7 year warranty,,,,,,,,,,,,,,White/Gloss,,A,,,,,,,,,,,
67,P115088,Baxi Assure 524 system 2 boiler natural gas,Baxi,1213.2,"Ideal for homes with more than one bathroom or where hot water demand is high, the Baxi Assure 500 System 2 24kW boiler is a compact unit offering compatibility with both Baxi cylinders and the Megaflo Eco cylinder. This compact 24kW system boiler is supplied complete with a hanging bracket for easy installation in the average kitchen cupboard while ongoing maintenance is simplified thanks to a removable wiring block and freeze-resistant condensate trap.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi Assure 524 system 2 boiler natural gas,,"Boiler,Hanging Bracket, Gas connection pipe, Connection valves (CH and DHW) Condenstate Adaptor, Literature pack.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/88/115088_wm.jpg,Natural Gas / LPG,Assure,2,32.4,A,N,N/A,24 kW,463,1,28,N/A,Wall Hung,7814320,System Boiler,N,Lightweight and compact,Suitable for in-cupboard installation,With robust hydraulic block,Hanging bracket included,Pre-heated syphonic condensate trap reduces freezing risk,"Easy-access, removable wiring block",OpenTherm certified,2 year warranty,,,,,,,,,,,,,,,,,,,,10.2,,,,
