,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,End Connection B size,Feature 5,Feature 6,Angle,Connection Type 2,Gender,Feature 7,Weight
33,PP94740,Uponor S-Press riser system compression adaptor 75mm,Uponor,33.83,This Uponor S-Press 75mm adapter with press-fit connections is made of tin-plated brass material and includes colour code and test safety.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press riser system compression adaptor 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/40/NW-P94737_P94740_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Uponor_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
34,PP38353,"Uponor Smart Aqua female thread tap elbow 16  - 1/2""",Uponor,6.98,"Fitted with female threaded connections, this Uponor Smart Aqua 16mm x 1/2"" tap elbow is made of robust DZR brass.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor Smart Aqua female thread tap elbow 16  - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/53/NW-P38353_wm.jpg,,Smart Aqua,N,WRAS,Equal,16 mm,1/2 InchØ,DZR Brass,16 mm x 1/2 inch,Female Threaded,1070639,Elbow,N,Suitable for hot and cold and heating systems,10 bar at 80°C heating alternative to copper and stainless,Brass construction,WRAS approved,,,,,,,,,
35,PP94815,Uponor RS 90deg riser system elbow,Uponor,26.72,This Uponor riser system 90° RS2 elbow is made of brass with tin plating. It is suitable for use in hot and cold systems as well as in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor RS 90deg riser system elbow",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/16/NW-P94815_P94816_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
36,PP91165,Uponor S-Press MLCP compression reducer 50 x 32mm,Uponor,31.9,"Made of dezincification resistant brass, this Uponor S-Press Plus 50 x 32mm reducer has a stainless steel press sleeve colour-coded for easy size recognition.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press MLCP compression reducer 50 x 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/65/NW-P91165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_MLCP_Brochure.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,
37,PP05477,Uponor S-Press Plus PPSU reducer 25 - 16mm,Uponor,6.71,"This Uponor S-Press Plus 25 x 16mm reducer with press indicator offers speedy three step press without bevel installation. Made of polyphenylsulfone (PPSU), this fitting includes a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus PPSU reducer 25 - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/79/NW-P05476_P05479_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
38,PP14783,Uponor S-Press Plus 1039950 reducing tee PPSU 20 - 16 - 20mm,Uponor,8.24,This Uponor S-Press Plus 20 x 16 x 20mm 90° reducer tee is made of polyphenylsulfone (PPSU) with a fixed stainless steel sleeve and offers speedy three step press without bevel installation.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1039950 reducing tee PPSU 20 - 16 - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/94/NW-P14781_P14794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
39,PP31093,Uponor S-Press Plus reducing tee 32 - 25 - 25mm,Uponor,25.26,This Uponor S-Press Plus 32 x 25 x 25mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 32 - 25 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/94/NW-P31091_P31094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
40,PP05474,Uponor S-Press Plus PPSU coupling 25 - 25mm,Uponor,7.36,"This Uponor S-Press Plus 25 x 25mm coupler is made of polyphenylsulfone (PPSU) and includes a unique press indicator. Printed with a QR code for immediate digital access, this fitting is suitable for hot and cold systems and heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus PPSU coupling 25 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/75/NW-P05472_P05475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
41,PP98177,Uponor S-Press 45deg MLCP composite elbow 40 x 40mm,Uponor,36.67,This Uponor S-Press 40 x 40mm 45° elbow is made of polyphenylsulfone (PPSU) and offers speedy three step press without bevel installation. It is suitable for use in hot and cold systems and in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press 45deg MLCP composite elbow 40 x 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/78/NW-P98177_P98178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Uponor_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
42,PP98195,Uponor S-Press MLCP composite coupling reducer 50 x 40mm,Uponor,25.24,These Uponor S-Press 50 x 40mm press-fit composite reducers are made of polyphenylsulfone (PPSU). These fittings are fixed with a stainless steel press sleeve and stop ring with test safety.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press MLCP composite coupling reducer 50 x 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/95/NW-P98195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Uponor_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
43,PP14827,Uponor S-Press Plus bend 25 - 25 mm,Uponor,13.81,"Made of dezincification resistant brass, this Uponor S-Press Plus 25mm 90° bend has a stainless steel press sleeve colour-coded for easy size recognition.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus bend 25 - 25 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/27/NW-P14827_wm.jpg,,S-Press Plus,N,WRAS,Equal,25 mm,25 mm,DZR Brass,25 mm,Press fit,1070529,Elbow,N,Unique press indicator,Fast 3 step press without bevel installation,QR code for immediate digital access,Suitable for hot and cold and heating systems,,,,,,,,,
44,PP79415,REHAU 267771 90D ELBOW               110,Rehau,373.59,"Offering quick installation, the Rehau 110mm 90° elbow is part of an optimised pre-insulated pipe system. Rauthermex and Rauvitherm are cutting-edge district heating compatible pipe systems promising flexibility and low energy losses for reliable efficiency in renewables.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> REHAU 267771 90D ELBOW               110",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/15/P79415_wm.jpg,,,N,N/A,Equal,110,110,Brass,110 x 10mm,Compression Sleeve,267771-001,Elbow 110 degree,N,Flexible design,Fast installation,With Everloc joints for reliability,Leakproof fitting,,,With compression sleeve connections,Brass construction,,,,,
45,PP14775,Uponor S-Press Plus 1039942 reducer PPSU 40 - 32mm,Uponor,20.0,These Uponor S-Press 40 x 32mm reducers are made of polyphenylsulfone (PPSU) and provide speedy press-fit installation with easy bevel and no need for calibration.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1039942 reducer PPSU 40 - 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/76/NW-P14774_P14776_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
46,PP94741,Uponor RS RS2 riser system equal tee,Uponor,33.54,This Uponor RS2 90° tee with lock pins is made of brass with tin plating. It is suitable for use in hot and cold systems as well as in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor RS RS2 riser system equal tee",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/42/NW-P94741_P94742_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
47,PP31072,Uponor S-Press Plus reducer 32 - 25mm,Uponor,18.31,"This Uponor S-Press Plus 32 x 25mm reducer with press indicator offers speedy three step press without bevel installation. Suitable for use in hot, cold and heating systems, this fitting includes a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducer 32 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/NW-P31068_P31072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
48,PP14797,Uponor S-Press 1039964 reducing tee PPSU 40 - 25 - 40mm,Uponor,28.2,These Uponor S-Press 40 x 25 x 40mm 90° reducer tees are made of polyphenylsulfone (PPSU) and provide speedy press-fit installation with easy bevel and no need for calibration.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press 1039964 reducing tee PPSU 40 - 25 - 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/02/NW-P14795_P14802_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
49,PP05472,Uponor S-Press Plus PPSU coupling 16 - 16mm,Uponor,3.49,"This Uponor S-Press Plus 16 x 16mm coupler is made of polyphenylsulfone (PPSU) and includes a unique press indicator. Printed with a QR code for immediate digital access, this fitting is suitable for hot and cold systems and heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus PPSU coupling 16 - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/75/NW-P05472_P05475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
50,PP91318,UPO  MI UNIPIPE CHROME HEAD PLUG    0.75,Uponor,5.01,"Made of brass with a chrome finish, this Uponor UNI-C 3/4"" manifold end plug has a male threaded connection and a sealing O-ring.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> UPO  MI UNIPIPE CHROME HEAD PLUG    0.75",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/18/NW-P91318_wm.jpg,,Uni-C,N,,,3/4 inch,,Brass,3/4 inch,Threaded,1002273,Plug,N,Uponor accessory to be used with either Uponor MLCP or Uponor PEX systems,,,,,,,,,,male,,
51,PP05470,Uponor S-Press Plus PPSU elbow 25 - 25mm,Uponor,7.94,This Uponor S-Press Plus 25 x 25mm 90° elbow with press indicator and press-fit connections is suitable for use in hot and cold and heating systems. This polyphenylsulfone (PPSU) fitting is supplied with a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus PPSU elbow 25 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/71/NW-P05468_P05471_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
52,PP31088,Uponor S-Press Plus reducing tee 25 - 20 - 25mm,Uponor,17.97,This Uponor S-Press Plus 25 x 20 x 25mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 25 - 20 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/89/NW-P31087_P31089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
53,PP38323,"Uponor S-Press Plus 1070604 adapter swivel nut 20mm - 1/2""",Uponor,14.43,"This Uponor S-Press Plus 20mm x 1/2"" swivel nut adapter with flat sealing washer offers fast three step press without bevel installation. This releasable screw connector is suitable for connection to on-wall fittings, filters and shut-off valves.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070604 adapter swivel nut 20mm - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/24/NW-P38323_P38324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
54,PP31078,Uponor S-Press Plus reducing tee 20 - 16 - 16mm,Uponor,13.71,This Uponor S-Press Plus 20 x 16 x 16mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 20 - 16 - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/79/NW-P31078_P31079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
55,PP14826,Uponor S-Press Plus bend 20 - 20 mm,Uponor,8.99,"Made of dezincification resistant brass, this Uponor S-Press Plus 20mm 90° bend has a stainless steel press sleeve colour-coded for easy size recognition.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus bend 20 - 20 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/26/NW-P14826_wm.jpg,,S-Press Plus,N,WRAS,Equal,20 mm,20 mm,DZR Brass,20 mm,Press fit,1070528,Elbow,N,Unique press indicator,Fast 3 step press without bevel installation,QR code for immediate digital access,Suitable for hot and cold and heating systems,,,,,,,,,
56,PR12695,"Riifo 3 Port 3/4""x1/2"" Red manifold",Riifo,17.51,"The Riifo 3/4 x 1/2"" three-port manifold in red is manufactured in brass with a nickel coating and colour-coded valves. It has inlets and outlets designed for ease of joining manifold-to-manifold, allowing installers to make up a bespoke solution featuring any number of ports.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Riifo 3 Port 3/4""x1/2"" Red manifold",,MLCP plumbing manifolds,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/60/598660_wm.jpg,,,N,WRAS,Equal,3/4 Male BSP,3/4 Female BSP,Ni Coated Brass,3/4 x 1/2 (port),RIIFO Manifold Adaptor,1100044376,MLCP plumbing manifolds,N,Brass construction,Nickel-coated finish,With colour-coded valves,BSP inlets/outlets allow for joining of multiple manifolds,,N/A,WRAS approved,,,,,,
57,PP14823,Uponor S-Press Plus elbow 25 - 25mm,Uponor,13.93,This Uponor S-Press Plus 25 x 25mm 90° elbow with press indicator and press-fit connections is suitable for use in hot and cold and heating systems. This fitting is supplied with a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus elbow 25 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/24/NW-P14821_P14824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
58,PP31062,Uponor S-Press Plus 45deg elbow 25-25mm,Uponor,25.95,This Uponor S-Press Plus 25 x 25mm 45° elbow with press indicator and press-fit connections is suitable for use in hot and cold and heating systems. This fitting is supplied with a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 45deg elbow 25-25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/63/NW-P31062_P31063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
59,PP14811,"Uponor S-Press Plus 1070509 male thread adapter 32 - 1""",Uponor,14.52,"This Uponor S-Press Plus 32mm x 1"" adapter is made of tin-plated DR brass with threaded connections. Suitable for use in hot and cold systems, this fitting is also suitable for installation in heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070509 male thread adapter 32 - 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/12/NW-P14809_P14812_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
60,PP94744,Uponor S-Press riser system compression adaptor 90mm,Uponor,93.1,This Uponor S-Press 90mm adapter with press-fit connections is made of tin-plated brass material and includes colour code and test safety.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press riser system compression adaptor 90mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/45/NW-P94744_P94745_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Uponor_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
61,PP31089,Uponor S-Press Plus reducing tee 25 - 25 - 16mm,Uponor,15.74,This Uponor S-Press Plus 25 x 25 x 16mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 25 - 25 - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/89/NW-P31087_P31089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
62,PP31092,Uponor S-Press Plus reducing tee 32 - 20 - 32mm,Uponor,24.34,This Uponor S-Press Plus 32 x 20 x 32mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 32 - 20 - 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/94/NW-P31091_P31094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
63,PP14814,"Uponor S-Press Plus 1070516 female thread adapter 20 - 1/2""",Uponor,7.06,"This Uponor S-Press Plus 20mm x 1/2"" adapter is made of tin-plated DR brass with threaded connections. Suitable for use in hot and cold systems, this fitting is also suitable for installation in heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070516 female thread adapter 20 - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/14/NW-P14813_P14814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
64,PP05471,Uponor S-Press Plus PPSU elbow 32 - 32mm,Uponor,12.31,This Uponor S-Press Plus 32 x 32mm 90° elbow with press indicator and press-fit connections is suitable for use in hot and cold and heating systems. This polyphenylsulfone (PPSU) fitting is supplied with a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus PPSU elbow 32 - 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/71/NW-P05468_P05471_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
65,PP94737,Uponor S-Press riser system compression adaptor 40mm,Uponor,26.69,This Uponor S-Press 40mm adapter with press-fit connections is made of tin-plated brass material and includes colour code and test safety.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press riser system compression adaptor 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/40/NW-P94737_P94740_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Uponor_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
