,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Pack Quantity,Hazardous,Material,Size,Total Pack Quantity,Washer Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Range,Material Type,Nut Types,Type,Feature 4,Feature 5,Diameter,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Dimensions (L x W x D),Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Outer Diameter,Colour,Application,Dimensions mm (H x W x D),Pack Type,Bolt Type,Head Type,Feature 15,Feature 16,Feature 17,Feature 18,Weight,Warranty
124,PS18881,Fischer DuoLine DuoPower universal wall plug and screw 8 x 40mm (50),Fischer,9.35,"Self-activating, these Fischer DuoLine DuoPower 8 x 40mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoPower universal wall plug and screw 8 x 40mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/81/S18881_wm.jpg,,,,,50,N,Nylon/Steel,,,,535460,N,,,,DuoLine,,,,,,8 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PS18859,Fischer DuoSeal 557727 wall plug 6x38mm with a2 screw (50),Fischer,40.45,"Ideal for wet tiled areas, Fischer DuoSeal 6 x 38mm wall plugs with A2 screws are recommended for fitting jobs in bathrooms, kitchens, spas, swimming pools, laundry rooms and sports facilities. Comprising two components, DuoSeal is able to reliably seal drill holes with no need for sealing compound. Meeting sealing standards for wet areas, using these plugs with the supplied screws ensures suitability for areas exposed to splashing and accumulating water.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoSeal 557727 wall plug 6x38mm with a2 screw (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/59/S18859_wm.jpg,,,,,50,N,,,,,557727,N,Pack of 50,No need for additional sealing compound,Prevents structural damage caused by moisture,DuoSeal,,,Wall Plug,Ideal for tiled surfaces exposed to splashing and accumulated water,Can be installed in tiles with little effort,,,,,,,6 x 38mm,Red component ensures secure hold in all building materials,Achieves same load values as conventional nylon plugs,Included stainless steel screw won't rust in wet areas,Soft plastic rim closes drill hole completely,Rim flexibly adapts to shape of attachment part,Independently tested by Testing and Certification Institute of the Säure Fliesner Vereinigung e. V.,Watertightness in accordance with ETAG 022 and DIN 18534 up to water exposure class W3-I,Please take note of national regulations on the use of plugs in wet areas,,,,,,,,,,,,,,,,,,,
126,PS18853,Fischer DuoPower 545020 universal wall plug 6x30mm (25),Fischer,2.48,"With self-activating functions, these Fischer DuoPower 6 x 30mm universal wall plugs can expand, fold and even knot, depending on the substrate they're used in, making them suitable for a variety of applications. Offering reliably clear feedback, the installer should be able to feel exactly when a plug is installed correctly. Smooth running, these rotation-free plugs ensure safe and easy installation into a screw channel.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoPower 545020 universal wall plug 6x30mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/53/S18853_wm.jpg,,,,,25,N,,,,,545020,N,Pack of 25,Short plug length for quick fixing,Short length means less drilling and shorter screws,DuoPower,,,Wall Plug,Combines soft and hard materials for optimal screw-in and tightening torque,Red expansion wings for safe expansion,,,,,,,6 x 30mm,"Depending on building material, main body automatically activates best function","For permanent, safe hold",Narrow plug rim prevents slipping in drill hole,,,,,,,,,,,,,,,,,,,,,,,,
127,PM91710,"M Greenaway And Son bright zinc plated u-bolt 2.1/2"" (m10)",M Greenaway And Son,2.15,"These M Greenaway And Son M10, 65mm length U-bolts are made of mild steel material with a bright zinc plate coating.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> M Greenaway And Son bright zinc plated u-bolt 2.1/2"" (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/14/NW-M91704_M91714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Greenaway_SZ1616_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Greenaway_Steel_Range_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT87176,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 75mm (m20) (25 per bag),JET Range,11.03,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 75mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,25 per bag,N,Steel,M20 x 75mm,,,HTXOXM0200075Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,75,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PN57079,Owlett Jaton Gutter Bolts gutter bolt comes with nut zinc plated m6 x 30mm (200),Owlett Jaton,0.27,"Made of steel, these Owlett Jaton M6, 30mm gutter bolt and nuts are finished with a bright zinc plating.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton Gutter Bolts gutter bolt comes with nut zinc plated m6 x 30mm (200),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/79/NW-N57079_wm.jpg,,,,,200,N,Steel,,,,IS-OJ210780,N,Box of 200,Steel construction,Bright zinc-plated,Gutter Bolts,,square,Assortment Set,Countersunk bolt,,,Gutter,Bolt and Nut,30,M6,Slotted,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT83738,JET Range bright zinc plated set screw (grade 8.8) 25mm (m12) (100 per bag),JET Range,1.26,This JET Range set M12 x 25mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 25mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/39/NW-T83738_T83739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT83588,JET Range zinc plated b-washer (m12) (500),JET Range,0.16,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated b-washer (m12) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,500,N,Steel,M12,,Flat Washer,.12MWFBOZ,N,Reliable,Easy to replace,,,BZP Steel,,Form B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT83913,JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m12) (100 per bag),JET Range,2.09,This JET Range set M12 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/13/NW-T83913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT87165,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 150mm (m16) (25 per bag),JET Range,10.25,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 150mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,25 per bag,N,Steel,M16 x 150mm,,,HTBMET01600150Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,150,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT83770,JET Range bright zinc plated screw set (grade 8.8) 45mm (m20) (25 per bag),JET Range,6.96,This JET Range set M20 x 45mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated screw set (grade 8.8) 45mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT87174,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m20) (25 per bag),JET Range,9.69,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,25 per bag,N,Steel,M20 x 65mm,,,HTBMET02000065Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,65,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT83743,JET Range bright zinc plated set screw (grade 8.8) 50mm (m12) (100 per bag),JET Range,1.89,This JET Range set M12 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 50mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/43/NW-T83743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT83724,JET Range bright zinc plated set screw (grade 8.8) 25mm (m10) (200 per bag),JET Range,0.82,This JET Range set M10 x 25mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 25mm (m10) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PM97928,JET Range Stud Bolt stud bolt BZP M10 70mm (500),JET Range,0.59,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 70mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range Stud Bolt stud bolt BZP M10 70mm (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT83910,JET Range half turn screw set grade 8.8 M10 x 60mm Zinc Plated (100 per bag),JET Range,1.75,This JET Range set M10 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range half turn screw set grade 8.8 M10 x 60mm Zinc Plated (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/10/NW-T83910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT87135,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 55mm (m12) (100 per bag),JET Range,2.62,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 55mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,100 per bag,N,Steel,M12 x 55mm,,,HTBMET01200055Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,55,M12,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT87177,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m20) (25 per bag),JET Range,11.64,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,25 per bag,N,Steel,M20 x 80mm,,,HTXOXM0200080Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,80,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PM97932,JET Range Stud Bolt stud bolt BZP M10 150mm (100),JET Range,0.9,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 150mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range Stud Bolt stud bolt BZP M10 150mm (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT87193,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m24) (25 per bag),JET Range,20.51,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m24) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-T87191_T87194_wm.jpg,,,,,25 per bag,N,Steel,M24 x 90mm,,,HTBMET02400090Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,90,M24,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT87150,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m16) (50 per bag),JET Range,4.18,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,50 per bag,N,Steel,M16 x 40mm,,,HTBMET01600040Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,40,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT83775,JET Range bright zinc plated set screw (grade 8.8) 70mm (m20) (25 per bag),JET Range,8.71,This JET Range set M20 x 70mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 70mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT83729,JET Range bright zinc plated set screw (grade 8.8) 50mm (m10) (25 per bag),JET Range,1.44,This JET Range set M10 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 50mm (m10) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/29/NW-T83729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT83922,JET Range half turn screw set grade 8.8 M16 x 65mm Zinc Plated (25 per bag),JET Range,3.97,This JET Range set M16 x 65mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range half turn screw set grade 8.8 M16 x 65mm Zinc Plated (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT83923,JET Range zinc plated high tensile screw set (grade 8.8) 70mm (m16) (25 per bag),JET Range,4.78,This JET Range set M16 x 70mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 70mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT83590,JET Range zinc plated b-washer (m20) (250),JET Range,0.45,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated b-washer (m20) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,250,N,Steel,M20,,Flat Washer,.20MWFBOZ,N,Reliable,Easy to replace,,,BZP Steel,,Form B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PF87672,Calder Shank Nail annular ring shank nails 1kg 30mm Copper (1kg bag),Calder,27.14,"Made of copper, these Calder 30mm length, 3.35mm diameter shank nails are specifically designed and manufactured to meet the requirements of British Standard BS 1202-1 and 2. This standard stipulates that nails intended for light duty use should have a minimum shank diameter of 2.65mm and for heavy duty use nails should have a shank diameter of at least 3.35mm.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Calder Shank Nail annular ring shank nails 1kg 30mm Copper (1kg bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/72/NW-F87671_F87672_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/F87671_72_Calder_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PIS5335,Owlett Jaton steel washer m6 Bright Zinc Plated (Pack of 30),Owlett Jaton,7.64,These Owlett Jaton M6 flat round washers are made of steel with a bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton steel washer m6 Bright Zinc Plated (Pack of 30),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/38/NW-IS5335_IS5338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Owlett_Jaton_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PS18873,Fischer DuoLine DuoPower universal wall plug and screw 14 x 70mm (8),Fischer,16.79,"Self-activating, these Fischer DuoLine DuoPower 14 x 70mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws,  supplied in a pack of eight, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoPower universal wall plug and screw 14 x 70mm (8),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/73/S18873_wm.jpg,,,,,8,N,Nylon/Steel,,,,538249,N,,,,DuoLine,,,,,,14 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT83613,JET Range zinc plated penny washer 40mm (m10) (100),JET Range,0.37,Jet penny washer is made of steel material with bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated penny washer 40mm (m10) (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/14/NW-T83611_T83614_wm.jpg,,,,,100,N,Steel,40 mm,,Penny Washer,.10M40WMGOZ,N,Reliable,Easy to replace,,,BZP Steel,,Washers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT83756,JET Range bright zinc plated screw set (grade 8.8) 40mm (m16) (50 per bag),JET Range,2.99,This JET Range set M16 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated screw set (grade 8.8) 40mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-T83755_T83758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
